id,kind,user_id,status,payload,result,error,attempts,available_at,locked_at,locked_by,created_at,updated_at
11,pillar_okr_sync,3,done,"{""run_id"": 2, ""user_id"": 3, ""pillar_key"": ""nutrition"", ""pillar_score"": 55.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""fruit_veg"": 60.0, ""hydration"": 50.0, ""processed_food"": 50.0, ""protein_intake"": 60.0}, ""pillar_result_id"": 5, ""assess_session_id"": 2, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""nutrition"", ""objective_id"": 5, ""pillar_result_id"": 5}",,1,,,,2026-02-24 16:32:44.559716,2026-02-24 16:33:22.327714
12,pillar_okr_sync,3,done,"{""run_id"": 2, ""user_id"": 3, ""pillar_key"": ""training"", ""pillar_score"": 75.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""cardio_frequency"": 100.0, ""strength_training"": 75.0, ""flexibility_mobility"": 50.0}, ""pillar_result_id"": 6, ""assess_session_id"": 2, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""training"", ""objective_id"": 6, ""pillar_result_id"": 6}",,1,,,,2026-02-24 16:33:55.5415,2026-02-24 16:34:22.746366
13,pillar_okr_sync,3,done,"{""run_id"": 2, ""user_id"": 3, ""pillar_key"": ""resilience"", ""pillar_score"": 43.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""stress_recovery"": 28.57142857142857, ""support_openness"": 14.285714285714285, ""positive_connection"": 28.57142857142857, ""emotional_regulation"": 71.42857142857143, ""optimism_perspective"": 71.42857142857143}, ""pillar_result_id"": 7, ""assess_session_id"": 2, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""resilience"", ""objective_id"": 7, ""pillar_result_id"": 7}",,1,,,,2026-02-24 16:34:50.538051,2026-02-24 16:35:16.578393
14,pillar_okr_sync,3,done,"{""run_id"": 2, ""user_id"": 3, ""pillar_key"": ""recovery"", ""pillar_score"": 43.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""sleep_quality"": 28.57142857142857, ""sleep_duration"": 57.14285714285714, ""bedtime_consistency"": 42.857142857142854}, ""pillar_result_id"": 8, ""assess_session_id"": 2, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""recovery"", ""objective_id"": 8, ""pillar_result_id"": 8}",,1,,,,2026-02-24 16:35:26.749951,2026-02-24 16:36:00.18046
15,assessment_week1_habit_seed,3,done,"{""run_id"": 2, ""user_id"": 3, ""week_no"": 1, ""require_seed"": true, ""assess_session_id"": 2}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=1"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 1, ""duplicate_found"": false, ""requeue_not_before"": ""2026-02-24T16:35:32.454855"", ""requeue_delay_seconds"": 5}",,1,,,,2026-02-24 16:35:26.847213,2026-02-24 16:35:27.516954
16,assessment_week1_habit_seed,3,done,"{""run_id"": 2, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 1, ""assess_session_id"": 2, ""last_requeue_reason"": ""pending_pillar_okr_sync=1""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=1"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 2, ""duplicate_found"": false, ""requeue_not_before"": ""2026-02-24T16:35:39.683312"", ""requeue_delay_seconds"": 7}",,1,2026-02-24 16:35:32.454855,,,2026-02-24 16:35:27.481763,2026-02-24 16:35:33.552013
17,assessment_week1_habit_seed,3,done,"{""run_id"": 2, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 2, ""assess_session_id"": 2, ""last_requeue_reason"": ""pending_pillar_okr_sync=1""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=1"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 3, ""duplicate_found"": false, ""requeue_not_before"": ""2026-02-24T16:35:48.763428"", ""requeue_delay_seconds"": 9}",,1,2026-02-24 16:35:39.683312,,,2026-02-24 16:35:33.530345,2026-02-24 16:35:40.128416
18,assessment_week1_habit_seed,3,done,"{""run_id"": 2, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 3, ""assess_session_id"": 2, ""last_requeue_reason"": ""pending_pillar_okr_sync=1""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=1"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 4, ""duplicate_found"": false, ""requeue_not_before"": ""2026-02-24T16:35:59.926434"", ""requeue_delay_seconds"": 11}",,1,2026-02-24 16:35:48.763428,,,2026-02-24 16:35:40.102841,2026-02-24 16:35:48.962858
19,assessment_week1_habit_seed,3,done,"{""run_id"": 2, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 4, ""assess_session_id"": 2, ""last_requeue_reason"": ""pending_pillar_okr_sync=1""}","{""ok"": true, ""week_no"": 1, ""seeded_count"": 4}",,1,2026-02-24 16:35:59.926434,,,2026-02-24 16:35:48.943459,2026-02-24 16:36:37.918799
20,assessment_narratives_seed,3,done,"{""run_id"": 2, ""trigger"": ""psych_complete_main_path"", ""user_id"": 3}","{""ok"": true, ""core"": {""ok"": true, ""mode"": ""core"", ""run_id"": 2, ""user_id"": 3, ""duration_ms"": 37203, ""narratives_cached"": false, ""narratives_source"": ""llm""}, ""mode"": ""combined"", ""habit"": {""ok"": true, ""mode"": ""habit"", ""run_id"": 2, ""user_id"": 3, ""duration_ms"": 20117, ""narratives_cached"": true, ""narratives_source"": ""cached""}, ""run_id"": 2, ""user_id"": 3, ""duration_ms"": 57320}",,1,,,,2026-02-24 16:37:01.762509,2026-02-24 16:37:59.428311
21,pillar_okr_sync,4,done,"{""run_id"": 3, ""user_id"": 4, ""pillar_key"": ""nutrition"", ""pillar_score"": 56.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""fruit_veg"": 40.0, ""hydration"": 50.0, ""processed_food"": 75.0, ""protein_intake"": 60.0}, ""pillar_result_id"": 9, ""assess_session_id"": 3, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""nutrition"", ""objective_id"": 9, ""pillar_result_id"": 9}",,1,,,,2026-02-24 16:40:25.687948,2026-02-24 16:41:04.563893
22,pillar_okr_sync,4,done,"{""run_id"": 3, ""user_id"": 4, ""pillar_key"": ""training"", ""pillar_score"": 83.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""cardio_frequency"": 100.0, ""strength_training"": 100.0, ""flexibility_mobility"": 50.0}, ""pillar_result_id"": 10, ""assess_session_id"": 3, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""training"", ""objective_id"": 10, ""pillar_result_id"": 10}",,1,,,,2026-02-24 16:41:43.048592,2026-02-24 16:42:12.818522
23,pillar_okr_sync,4,done,"{""run_id"": 3, ""user_id"": 4, ""pillar_key"": ""resilience"", ""pillar_score"": 54.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""stress_recovery"": 42.857142857142854, ""support_openness"": 0.0, ""positive_connection"": 42.857142857142854, ""emotional_regulation"": 100.0, ""optimism_perspective"": 85.71428571428571}, ""pillar_result_id"": 11, ""assess_session_id"": 3, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""resilience"", ""objective_id"": 11, ""pillar_result_id"": 11}",,1,,,,2026-02-24 16:43:16.411273,2026-02-24 16:43:41.898419
24,pillar_okr_sync,4,done,"{""run_id"": 3, ""user_id"": 4, ""pillar_key"": ""recovery"", ""pillar_score"": 95.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""sleep_quality"": 100.0, ""sleep_duration"": 100.0, ""bedtime_consistency"": 85.71428571428571}, ""pillar_result_id"": 12, ""assess_session_id"": 3, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""recovery"", ""objective_id"": 12, ""pillar_result_id"": 12}",,1,,,,2026-02-24 16:43:49.904737,2026-02-24 16:44:14.621159
25,assessment_week1_habit_seed,4,done,"{""run_id"": 3, ""user_id"": 4, ""week_no"": 1, ""require_seed"": true, ""assess_session_id"": 3}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=1"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 1, ""duplicate_found"": false, ""requeue_not_before"": ""2026-02-24T16:43:55.263361"", ""requeue_delay_seconds"": 5}",,1,,,,2026-02-24 16:43:49.95704,2026-02-24 16:43:50.719217
26,assessment_week1_habit_seed,4,done,"{""run_id"": 3, ""user_id"": 4, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 1, ""assess_session_id"": 3, ""last_requeue_reason"": ""pending_pillar_okr_sync=1""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=1"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 2, ""duplicate_found"": false, ""requeue_not_before"": ""2026-02-24T16:44:02.632031"", ""requeue_delay_seconds"": 7}",,1,2026-02-24 16:43:55.263361,,,2026-02-24 16:43:50.698306,2026-02-24 16:43:55.660015
27,assessment_week1_habit_seed,4,done,"{""run_id"": 3, ""user_id"": 4, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 2, ""assess_session_id"": 3, ""last_requeue_reason"": ""pending_pillar_okr_sync=1""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=1"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 3, ""duplicate_found"": false, ""requeue_not_before"": ""2026-02-24T16:44:11.848340"", ""requeue_delay_seconds"": 9}",,1,2026-02-24 16:44:02.632031,,,2026-02-24 16:43:55.641916,2026-02-24 16:44:02.8858
28,assessment_week1_habit_seed,4,done,"{""run_id"": 3, ""user_id"": 4, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 3, ""assess_session_id"": 3, ""last_requeue_reason"": ""pending_pillar_okr_sync=1""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=1"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 4, ""duplicate_found"": false, ""requeue_not_before"": ""2026-02-24T16:44:23.002953"", ""requeue_delay_seconds"": 11}",,1,2026-02-24 16:44:11.84834,,,2026-02-24 16:44:02.860872,2026-02-24 16:44:12.06027
29,assessment_week1_habit_seed,4,done,"{""run_id"": 3, ""user_id"": 4, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 4, ""assess_session_id"": 3, ""last_requeue_reason"": ""pending_pillar_okr_sync=1""}","{""ok"": true, ""week_no"": 1, ""seeded_count"": 4}",,1,2026-02-24 16:44:23.002953,,,2026-02-24 16:44:12.036779,2026-02-24 16:44:37.52608
30,assessment_narratives_seed,4,done,"{""run_id"": 3, ""trigger"": ""psych_complete_main_path"", ""user_id"": 4}","{""ok"": true, ""core"": {""ok"": true, ""mode"": ""core"", ""run_id"": 3, ""user_id"": 4, ""duration_ms"": 31077, ""narratives_cached"": false, ""narratives_source"": ""llm""}, ""mode"": ""combined"", ""habit"": {""ok"": true, ""mode"": ""habit"", ""run_id"": 3, ""user_id"": 4, ""duration_ms"": 15048, ""narratives_cached"": true, ""narratives_source"": ""cached""}, ""run_id"": 3, ""user_id"": 4, ""duration_ms"": 46125}",,1,,,,2026-02-24 16:45:41.258346,2026-02-24 16:46:27.760442
31,pillar_okr_sync,5,done,"{""run_id"": 4, ""user_id"": 5, ""pillar_key"": ""nutrition"", ""pillar_score"": 59.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""fruit_veg"": 100.0, ""hydration"": 37.5, ""processed_food"": 0.0, ""protein_intake"": 100.0}, ""pillar_result_id"": 13, ""assess_session_id"": 4, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""nutrition"", ""objective_id"": 13, ""pillar_result_id"": 13}",,1,,,,2026-02-24 16:52:42.712412,2026-02-24 16:53:10.47296
32,pillar_okr_sync,5,done,"{""run_id"": 4, ""user_id"": 5, ""pillar_key"": ""training"", ""pillar_score"": 100.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""cardio_frequency"": 100.0, ""strength_training"": 100.0, ""flexibility_mobility"": 100.0}, ""pillar_result_id"": 14, ""assess_session_id"": 4, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""training"", ""objective_id"": 14, ""pillar_result_id"": 14}",,1,,,,2026-02-24 16:53:42.25262,2026-02-24 16:54:24.128225
33,pillar_okr_sync,5,done,"{""run_id"": 4, ""user_id"": 5, ""pillar_key"": ""resilience"", ""pillar_score"": 80.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""stress_recovery"": 100.0, ""support_openness"": 71.42857142857143, ""positive_connection"": 71.42857142857143, ""emotional_regulation"": 57.14285714285714, ""optimism_perspective"": 100.0}, ""pillar_result_id"": 15, ""assess_session_id"": 4, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""resilience"", ""objective_id"": 15, ""pillar_result_id"": 15}",,1,,,,2026-02-24 16:54:58.89156,2026-02-24 16:55:29.196225
34,pillar_okr_sync,5,done,"{""run_id"": 4, ""user_id"": 5, ""pillar_key"": ""recovery"", ""pillar_score"": 38.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""sleep_quality"": 57.14285714285714, ""sleep_duration"": 57.14285714285714, ""bedtime_consistency"": 0.0}, ""pillar_result_id"": 16, ""assess_session_id"": 4, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""recovery"", ""objective_id"": 16, ""pillar_result_id"": 16}",,1,,,,2026-02-24 16:55:33.295929,2026-02-24 16:55:53.857761
35,assessment_week1_habit_seed,5,done,"{""run_id"": 4, ""user_id"": 5, ""week_no"": 1, ""require_seed"": true, ""assess_session_id"": 4}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=1"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 1, ""duplicate_found"": false, ""requeue_not_before"": ""2026-02-24T16:55:39.603989"", ""requeue_delay_seconds"": 5}",,1,,,,2026-02-24 16:55:33.331263,2026-02-24 16:55:34.6338
36,assessment_week1_habit_seed,5,done,"{""run_id"": 4, ""user_id"": 5, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 1, ""assess_session_id"": 4, ""last_requeue_reason"": ""pending_pillar_okr_sync=1""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=1"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 2, ""duplicate_found"": false, ""requeue_not_before"": ""2026-02-24T16:55:47.701764"", ""requeue_delay_seconds"": 7}",,1,2026-02-24 16:55:39.603989,,,2026-02-24 16:55:34.614138,2026-02-24 16:55:40.731894
37,assessment_week1_habit_seed,5,done,"{""run_id"": 4, ""user_id"": 5, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 2, ""assess_session_id"": 4, ""last_requeue_reason"": ""pending_pillar_okr_sync=1""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=1"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 3, ""duplicate_found"": false, ""requeue_not_before"": ""2026-02-24T16:55:57.757079"", ""requeue_delay_seconds"": 9}",,1,2026-02-24 16:55:47.701764,,,2026-02-24 16:55:40.711686,2026-02-24 16:55:48.786759
38,assessment_week1_habit_seed,5,done,"{""run_id"": 4, ""user_id"": 5, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 3, ""assess_session_id"": 4, ""last_requeue_reason"": ""pending_pillar_okr_sync=1""}","{""ok"": true, ""week_no"": 1, ""seeded_count"": 2}",,1,2026-02-24 16:55:57.757079,,,2026-02-24 16:55:48.76756,2026-02-24 16:56:22.698446
39,assessment_narratives_seed,5,done,"{""run_id"": 4, ""trigger"": ""psych_complete_main_path"", ""user_id"": 5}","{""ok"": true, ""core"": {""ok"": true, ""mode"": ""core"", ""run_id"": 4, ""user_id"": 5, ""duration_ms"": 39433, ""narratives_cached"": false, ""narratives_source"": ""llm""}, ""mode"": ""combined"", ""habit"": {""ok"": true, ""mode"": ""habit"", ""run_id"": 4, ""user_id"": 5, ""duration_ms"": 15617, ""narratives_cached"": true, ""narratives_source"": ""cached""}, ""run_id"": 4, ""user_id"": 5, ""duration_ms"": 55050}",,1,,,,2026-02-24 16:56:52.292739,2026-02-24 16:57:48.026466
40,pillar_okr_sync,6,done,"{""run_id"": 5, ""user_id"": 6, ""pillar_key"": ""nutrition"", ""pillar_score"": 54.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""fruit_veg"": 60.0, ""hydration"": 75.0, ""processed_food"": 0.0, ""protein_intake"": 80.0}, ""pillar_result_id"": 17, ""assess_session_id"": 5, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""nutrition"", ""objective_id"": 17, ""pillar_result_id"": 17}",,1,,,,2026-02-24 17:05:16.445411,2026-02-24 17:05:50.836748
41,pillar_okr_sync,6,done,"{""run_id"": 5, ""user_id"": 6, ""pillar_key"": ""training"", ""pillar_score"": 33.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""cardio_frequency"": 100.0, ""strength_training"": 0.0, ""flexibility_mobility"": 0.0}, ""pillar_result_id"": 18, ""assess_session_id"": 5, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""training"", ""objective_id"": 18, ""pillar_result_id"": 18}",,1,,,,2026-02-24 17:06:08.519873,2026-02-24 17:06:55.803607
42,pillar_okr_sync,6,done,"{""run_id"": 5, ""user_id"": 6, ""pillar_key"": ""resilience"", ""pillar_score"": 23.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""stress_recovery"": 0.0, ""support_openness"": 0.0, ""positive_connection"": 42.857142857142854, ""emotional_regulation"": 42.857142857142854, ""optimism_perspective"": 28.57142857142857}, ""pillar_result_id"": 19, ""assess_session_id"": 5, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""resilience"", ""objective_id"": 19, ""pillar_result_id"": 19}",,1,,,,2026-02-24 17:06:56.796963,2026-02-24 17:07:19.030467
43,pillar_okr_sync,6,done,"{""run_id"": 5, ""user_id"": 6, ""pillar_key"": ""recovery"", ""pillar_score"": 38.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""sleep_quality"": 42.857142857142854, ""sleep_duration"": 0.0, ""bedtime_consistency"": 71.42857142857143}, ""pillar_result_id"": 20, ""assess_session_id"": 5, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""recovery"", ""objective_id"": 20, ""pillar_result_id"": 20}",,1,,,,2026-02-24 17:07:45.124211,2026-02-24 17:08:04.182191
44,assessment_week1_habit_seed,6,done,"{""run_id"": 5, ""user_id"": 6, ""week_no"": 1, ""require_seed"": true, ""assess_session_id"": 5}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=1"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 1, ""duplicate_found"": false, ""requeue_not_before"": ""2026-02-24T17:07:51.007730"", ""requeue_delay_seconds"": 5}",,1,,,,2026-02-24 17:07:45.156334,2026-02-24 17:07:46.413923
45,assessment_week1_habit_seed,6,done,"{""run_id"": 5, ""user_id"": 6, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 1, ""assess_session_id"": 5, ""last_requeue_reason"": ""pending_pillar_okr_sync=1""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=1"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 2, ""duplicate_found"": false, ""requeue_not_before"": ""2026-02-24T17:07:59.073596"", ""requeue_delay_seconds"": 7}",,1,2026-02-24 17:07:51.00773,,,2026-02-24 17:07:46.385351,2026-02-24 17:07:52.424307
46,assessment_week1_habit_seed,6,done,"{""run_id"": 5, ""user_id"": 6, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 2, ""assess_session_id"": 5, ""last_requeue_reason"": ""pending_pillar_okr_sync=1""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=1"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 3, ""duplicate_found"": false, ""requeue_not_before"": ""2026-02-24T17:08:09.439592"", ""requeue_delay_seconds"": 9}",,1,2026-02-24 17:07:59.073596,,,2026-02-24 17:07:52.401797,2026-02-24 17:08:00.475441
47,assessment_week1_habit_seed,6,done,"{""run_id"": 5, ""user_id"": 6, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 3, ""assess_session_id"": 5, ""last_requeue_reason"": ""pending_pillar_okr_sync=1""}","{""ok"": true, ""week_no"": 1, ""seeded_count"": 4}",,1,2026-02-24 17:08:09.439592,,,2026-02-24 17:08:00.453532,2026-02-24 17:08:37.102122
48,assessment_narratives_seed,6,done,"{""run_id"": 5, ""trigger"": ""psych_complete_main_path"", ""user_id"": 6}","{""ok"": true, ""core"": {""ok"": true, ""mode"": ""core"", ""run_id"": 5, ""user_id"": 6, ""duration_ms"": 39137, ""narratives_cached"": false, ""narratives_source"": ""llm""}, ""mode"": ""combined"", ""habit"": {""ok"": true, ""mode"": ""habit"", ""run_id"": 5, ""user_id"": 6, ""duration_ms"": 20607, ""narratives_cached"": true, ""narratives_source"": ""cached""}, ""run_id"": 5, ""user_id"": 6, ""duration_ms"": 59744}",,1,,,,2026-02-24 17:08:38.278097,2026-02-24 17:09:38.471415
