id,job_name,status,payload,error,created_at
16,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SM5075f326d6d7f34018164ffb92d248d6"", ""from"": ""whatsapp:+447360543844"", ""status"": ""delivered"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 8, ""error_description"": null}",,2026-02-24 15:29:39.142083
17,assessor_meta,ok,"{""action"": ""answer"", ""pillar"": ""nutrition"", ""concept"": ""hydration"", ""confidence"": null}",,2026-02-24 15:29:40.753751
18,assessor_payload,ok,"{""pillar"": ""nutrition"", ""concept"": ""hydration"", ""payload"": {""history"": [], ""retrieval"": [{""id"": 6, ""text"": ""2–4 L/day = strong; spread intake through the day; pair sips with routine cues."", ""type"": ""snippet"", ""score"": -0.0029143469393857627, ""title"": ""Scoring cue (0–6 L/day)"", ""locale"": ""en-GB""}, {""id"": 5, ""text"": ""Women: 2–3 L/day; Men: 3–4 L/day (more with heat/training). Pale-straw urine ≈ good hydration."", ""type"": ""snippet"", ""score"": -0.01596221474302292, ""title"": ""Daily target"", ""locale"": ""en-GB""}], ""turns_so_far"": 2, ""already_asked"": [""Thinking about the last 7 days, how much water did you usually *drink per day*? For reference: 1 glass = 250ml, 1 small bottle = 500ml.""], ""concept_focus"": ""hydration"", ""last_user_reply"": ""2"", ""last_main_question"": ""Thinking about the last 7 days, how much water did you usually *drink per day*? For reference: 1 glass = 250ml, 1 small bottle = 500ml."", ""sufficient_for_scoring"": true}}",,2026-02-24 15:29:40.780944
19,assessor_fast_path_hit,ok,"{""score"": 50, ""value"": 2.0, ""pillar"": ""nutrition"", ""source"": ""parsed_number"", ""concept"": ""hydration"", ""normalized_value"": 2.0}",,2026-02-24 15:29:40.802095
20,assessor_llm_meta,ok,"{""why"": ""Parsed answer and timeframe were sufficient for deterministic scoring."", ""pillar"": ""nutrition"", ""status"": ""scorable"", ""concept"": ""hydration"", ""missing"": [], ""parsed_value"": {""unit"": """", ""value"": 2.0, ""timeframe_ok"": true}}",,2026-02-24 15:29:40.811683
21,assessor_meta,ok,"{""action"": ""ask"", ""pillar"": ""nutrition"", ""concept"": ""processed_food"", ""confidence"": 0.88}",,2026-02-24 15:29:41.19008
22,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SM3a357cb248fe76ec22959daee6e5568c"", ""from"": ""whatsapp:+447360543844"", ""status"": ""sent"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 10, ""error_description"": null}",,2026-02-24 15:29:42.781529
23,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SM3a357cb248fe76ec22959daee6e5568c"", ""from"": ""whatsapp:+447360543844"", ""status"": ""delivered"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 10, ""error_description"": null}",,2026-02-24 15:29:43.373731
24,assessor_meta,ok,"{""action"": ""answer"", ""pillar"": ""nutrition"", ""concept"": ""processed_food"", ""confidence"": null}",,2026-02-24 15:29:45.814294
25,assessor_payload,ok,"{""pillar"": ""nutrition"", ""concept"": ""processed_food"", ""payload"": {""history"": [], ""retrieval"": [{""id"": 7, ""text"": ""UPFs include crisps, sweets, pastries, ready meals, sugary drinks; count portions per day."", ""type"": ""snippet"", ""score"": 0.010323251001817477, ""title"": ""Definition & unit"", ""locale"": ""en-GB""}, {""id"": 8, ""text"": ""0/day = best, 0–1/day = good, 2–3/day = fair, ≥4/day = poor; use an 80/20 approach and reward gradual reduction."", ""type"": ""snippet"", ""score"": -0.0005064279835470274, ""title"": ""Scoring cue (reverse; 0–4+/day)"", ""locale"": ""en-GB""}], ""turns_so_far"": 3, ""already_asked"": [""In the last 7 days, how many portions of processed food did you *eat on average per day*? Examples: 1 portion = a chocolate bar, 1 can of fizzy drink, 1 handful of sweets, or a pastry.""], ""concept_focus"": ""processed_food"", ""last_user_reply"": ""2"", ""last_main_question"": ""In the last 7 days, how many portions of processed food did you *eat on average per day*? Examples: 1 portion = a chocolate bar, 1 can of fizzy drink, 1 handful of sweets, or a pastry."", ""sufficient_for_scoring"": true}}",,2026-02-24 15:29:45.838744
26,assessor_fast_path_hit,ok,"{""score"": 50, ""value"": 2.0, ""pillar"": ""nutrition"", ""source"": ""parsed_number"", ""concept"": ""processed_food"", ""normalized_value"": 2.0}",,2026-02-24 15:29:45.860185
27,assessor_llm_meta,ok,"{""why"": ""Parsed answer and timeframe were sufficient for deterministic scoring."", ""pillar"": ""nutrition"", ""status"": ""scorable"", ""concept"": ""processed_food"", ""missing"": [], ""parsed_value"": {""unit"": """", ""value"": 2.0, ""timeframe_ok"": true}}",,2026-02-24 15:29:45.869446
28,assessor_meta,ok,"{""action"": ""ask"", ""pillar"": ""nutrition"", ""concept"": ""protein_intake"", ""confidence"": 0.88}",,2026-02-24 15:29:46.244389
29,assessor_meta,ok,"{""action"": ""answer"", ""pillar"": ""nutrition"", ""concept"": ""protein_intake"", ""confidence"": null}",,2026-02-24 15:29:46.362427
30,assessor_payload,ok,"{""pillar"": ""nutrition"", ""concept"": ""protein_intake"", ""payload"": {""history"": [], ""retrieval"": [{""id"": 1, ""text"": ""Aim ~3–4 protein portions/day; 1 portion = palm of lean protein, 2 eggs, or 1 cup beans/lentils."", ""type"": ""snippet"", ""score"": -0.01808439568553305, ""title"": ""Portion baseline"", ""locale"": ""en-GB""}, {""id"": 2, ""text"": ""0–1/day = low, 2–3/day = fair, 3–4/day = good, 5/day = excellent; spread evenly across meals."", ""type"": ""snippet"", ""score"": -0.04350110153881139, ""title"": ""Scoring cue (0–5/day)"", ""locale"": ""en-GB""}], ""turns_so_far"": 4, ""already_asked"": [""Thinking about the last 7 days, how many protein portions did you usually *eat on average per day*? For reference: 1 portion = palm-sized meat or fish, 2 eggs, 1 handful of nuts, or 1 cup of beans/lentils.""], ""concept_focus"": ""protein_intake"", ""last_user_reply"": ""2"", ""last_main_question"": ""Thinking about the last 7 days, how many protein portions did you usually *eat on average per day*? For reference: 1 portion = palm-sized meat or fish, 2 eggs, 1 handful of nuts, or 1 cup of beans/lentils."", ""sufficient_for_scoring"": true}}",,2026-02-24 15:29:46.386018
31,assessor_fast_path_hit,ok,"{""score"": 40, ""value"": 2.0, ""pillar"": ""nutrition"", ""source"": ""parsed_number"", ""concept"": ""protein_intake"", ""normalized_value"": 2.0}",,2026-02-24 15:29:46.406801
32,assessor_llm_meta,ok,"{""why"": ""Parsed answer and timeframe were sufficient for deterministic scoring."", ""pillar"": ""nutrition"", ""status"": ""scorable"", ""concept"": ""protein_intake"", ""missing"": [], ""parsed_value"": {""unit"": """", ""value"": 2.0, ""timeframe_ok"": true}}",,2026-02-24 15:29:46.417297
33,assessor_pillar_handoff_timing,ok,"{""pillar"": ""nutrition"", ""run_id"": 1, ""user_id"": 2, ""ms_total"": 1019, ""next_pillar"": ""training"", ""next_prompt_mode"": ""preamble"", ""ms_send_transition"": 311, ""ms_update_concepts"": 37, ""ms_send_next_prompt"": 599, ""pillar_okr_sync_job_id"": 1, ""queued_pillar_okr_sync"": true, ""ms_upsert_pillar_result"": 19, ""ms_commit_before_enqueue"": 2, ""ms_enqueue_pillar_okr_sync"": 38}",,2026-02-24 15:29:47.473235
34,okr_llm_call,ok,"{""mode"": ""structured_json"", ""model"": ""gpt-5-mini"", ""pillar"": ""nutrition"", ""run_id"": 1, ""user_id"": 2, ""pillar_result_id"": 1, ""assess_session_id"": 1, ""temperature_effective"": 1.0, ""temperature_requested"": 0.2, ""kr_not_needed_threshold"": 90.0}",,2026-02-24 15:29:47.808867
35,assessor_meta,ok,"{""action"": ""ask"", ""pillar"": ""training"", ""concept"": ""cardio_frequency"", ""confidence"": null}",,2026-02-24 15:29:48.736888
36,assessor_meta,ok,"{""action"": ""answer"", ""pillar"": ""training"", ""concept"": ""cardio_frequency"", ""confidence"": null}",,2026-02-24 15:29:48.866861
37,assessor_payload,ok,"{""pillar"": ""training"", ""concept"": ""cardio_frequency"", ""payload"": {""history"": [], ""retrieval"": [{""id"": 10, ""text"": ""0–1 days = low, 2–3 = fair, 4 = good, 5 = excellent; 150–300 min/week moderate (or 75–150 vigorous) is the weekly anchor."", ""type"": ""snippet"", ""score"": 0.04581577573201189, ""title"": ""Scoring cue (0–5 days/wk)"", ""locale"": ""en-GB""}, {""id"": 9, ""text"": ""Do ≥20 min most days in Zone 2–3; include 1–2 sessions/week in Zone 4–5 for range."", ""type"": ""snippet"", ""score"": 0.04549357184108104, ""title"": ""Aerobic baseline"", ""locale"": ""en-GB""}], ""turns_so_far"": 2, ""already_asked"": [""In the last 7 days, on how many days did you do at least 20 minutes of cardio exercise, such as running, cycling, or swimming?""], ""concept_focus"": ""cardio_frequency"", ""last_user_reply"": ""2"", ""last_main_question"": ""In the last 7 days, on how many days did you do at least 20 minutes of cardio exercise, such as running, cycling, or swimming?"", ""sufficient_for_scoring"": true}}",,2026-02-24 15:29:48.892288
38,assessor_fast_path_hit,ok,"{""score"": 67, ""value"": 2.0, ""pillar"": ""training"", ""source"": ""parsed_number"", ""concept"": ""cardio_frequency"", ""normalized_value"": 2.0}",,2026-02-24 15:29:48.914973
39,assessor_llm_meta,ok,"{""why"": ""Parsed answer and timeframe were sufficient for deterministic scoring."", ""pillar"": ""training"", ""status"": ""scorable"", ""concept"": ""cardio_frequency"", ""missing"": [], ""parsed_value"": {""unit"": """", ""value"": 2.0, ""timeframe_ok"": true}}",,2026-02-24 15:29:48.925225
40,assessor_meta,ok,"{""action"": ""ask"", ""pillar"": ""training"", ""concept"": ""flexibility_mobility"", ""confidence"": 0.88}",,2026-02-24 15:29:49.3648
41,assessor_meta,ok,"{""action"": ""answer"", ""pillar"": ""training"", ""concept"": ""flexibility_mobility"", ""confidence"": null}",,2026-02-24 15:29:49.492486
42,assessor_payload,ok,"{""pillar"": ""training"", ""concept"": ""flexibility_mobility"", ""payload"": {""history"": [], ""retrieval"": [{""id"": 13, ""text"": ""≥10 minutes on ≥3 days/week; link to a fixed time (post-workout or pre-bed)."", ""type"": ""snippet"", ""score"": 0.016589272373578153, ""title"": ""Baseline habit"", ""locale"": ""en-GB""}, {""id"": 14, ""text"": ""Consistency beats one-off long sessions; more days at 10–15 min score higher."", ""type"": ""snippet"", ""score"": 0.007918277269175659, ""title"": ""Scoring cue (0–5 days/wk)"", ""locale"": ""en-GB""}], ""turns_so_far"": 3, ""already_asked"": [""In the last 7 days, on how many days did you do stretching, yoga, or mobility work for at least 10 minutes?""], ""concept_focus"": ""flexibility_mobility"", ""last_user_reply"": ""2"", ""last_main_question"": ""In the last 7 days, on how many days did you do stretching, yoga, or mobility work for at least 10 minutes?"", ""sufficient_for_scoring"": true}}",,2026-02-24 15:29:49.516863
43,assessor_fast_path_hit,ok,"{""score"": 50, ""value"": 2.0, ""pillar"": ""training"", ""source"": ""parsed_number"", ""concept"": ""flexibility_mobility"", ""normalized_value"": 2.0}",,2026-02-24 15:29:49.539569
44,assessor_llm_meta,ok,"{""why"": ""Parsed answer and timeframe were sufficient for deterministic scoring."", ""pillar"": ""training"", ""status"": ""scorable"", ""concept"": ""flexibility_mobility"", ""missing"": [], ""parsed_value"": {""unit"": """", ""value"": 2.0, ""timeframe_ok"": true}}",,2026-02-24 15:29:49.549399
45,assessor_meta,ok,"{""action"": ""ask"", ""pillar"": ""training"", ""concept"": ""strength_training"", ""confidence"": 0.88}",,2026-02-24 15:29:49.987
46,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SM9c0a2220ea14138638bba5b097127460"", ""from"": ""whatsapp:+447360543844"", ""status"": ""delivered"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 14, ""error_description"": null}",,2026-02-24 15:29:50.018221
47,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SM9c0a2220ea14138638bba5b097127460"", ""from"": ""whatsapp:+447360543844"", ""status"": ""sent"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 14, ""error_description"": null}",,2026-02-24 15:29:50.033672
48,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SM57ae865ea3c805eb075c0e80ccf40657"", ""from"": ""whatsapp:+447360543844"", ""status"": ""delivered"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 12, ""error_description"": null}",,2026-02-24 15:29:50.049275
49,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SM92aab393a3e99b99dc01b446ff804377"", ""from"": ""whatsapp:+447360543844"", ""status"": ""sent"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 15, ""error_description"": null}",,2026-02-24 15:29:50.071864
50,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SM57ae865ea3c805eb075c0e80ccf40657"", ""from"": ""whatsapp:+447360543844"", ""status"": ""sent"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 12, ""error_description"": null}",,2026-02-24 15:29:50.087518
51,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SM92aab393a3e99b99dc01b446ff804377"", ""from"": ""whatsapp:+447360543844"", ""status"": ""delivered"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 15, ""error_description"": null}",,2026-02-24 15:29:50.104818
52,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SMbb2818fbbc9cd67e7480f9db62eb23b5"", ""from"": ""whatsapp:+447360543844"", ""status"": ""sent"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 17, ""error_description"": null}",,2026-02-24 15:29:50.121345
53,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SM5094f0a17634b3142e5d286ba55e190b"", ""from"": ""whatsapp:+447360543844"", ""status"": ""sent"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 18, ""error_description"": null}",,2026-02-24 15:29:50.609619
54,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SMbb2818fbbc9cd67e7480f9db62eb23b5"", ""from"": ""whatsapp:+447360543844"", ""status"": ""delivered"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 17, ""error_description"": null}",,2026-02-24 15:29:51.131964
55,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SM26272ecb3e86194c71c2bc92318e2e55"", ""from"": ""whatsapp:+447360543844"", ""status"": ""sent"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 22, ""error_description"": null}",,2026-02-24 15:29:51.239492
56,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SM5094f0a17634b3142e5d286ba55e190b"", ""from"": ""whatsapp:+447360543844"", ""status"": ""delivered"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 18, ""error_description"": null}",,2026-02-24 15:29:51.747649
57,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SM547d3ed1f1209d7e5c3baa66d4eeaf7c"", ""from"": ""whatsapp:+447360543844"", ""status"": ""sent"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 20, ""error_description"": null}",,2026-02-24 15:29:52.087282
58,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SM547d3ed1f1209d7e5c3baa66d4eeaf7c"", ""from"": ""whatsapp:+447360543844"", ""status"": ""delivered"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 20, ""error_description"": null}",,2026-02-24 15:29:52.732372
59,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SM26272ecb3e86194c71c2bc92318e2e55"", ""from"": ""whatsapp:+447360543844"", ""status"": ""delivered"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 22, ""error_description"": null}",,2026-02-24 15:29:52.923612
60,assessor_meta,ok,"{""action"": ""answer"", ""pillar"": ""training"", ""concept"": ""strength_training"", ""confidence"": null}",,2026-02-24 15:29:54.146526
61,assessor_payload,ok,"{""pillar"": ""training"", ""concept"": ""strength_training"", ""payload"": {""history"": [], ""retrieval"": [{""id"": 11, ""text"": ""2–3 full-body sessions/week; cover push, pull, squat, hinge, carry, core."", ""type"": ""snippet"", ""score"": 0.03752061012580146, ""title"": ""Dose & structure"", ""locale"": ""en-GB""}, {""id"": 12, ""text"": ""1 = low, 2 = fair, 3 = good, 4 = excellent if recovery (sleep/energy/soreness) is solid."", ""type"": ""snippet"", ""score"": 0.028694635723678582, ""title"": ""Scoring cue (0–4 sessions/wk)"", ""locale"": ""en-GB""}], ""turns_so_far"": 4, ""already_asked"": [""In the last 7 days, how many strength training sessions did you do, such as weights, bodyweight exercises, or resistance bands?""], ""concept_focus"": ""strength_training"", ""last_user_reply"": ""2"", ""last_main_question"": ""In the last 7 days, how many strength training sessions did you do, such as weights, bodyweight exercises, or resistance bands?"", ""sufficient_for_scoring"": true}}",,2026-02-24 15:29:54.174128
62,assessor_fast_path_hit,ok,"{""score"": 50, ""value"": 2.0, ""pillar"": ""training"", ""source"": ""parsed_number"", ""concept"": ""strength_training"", ""normalized_value"": 2.0}",,2026-02-24 15:29:54.195138
63,assessor_llm_meta,ok,"{""why"": ""Parsed answer and timeframe were sufficient for deterministic scoring."", ""pillar"": ""training"", ""status"": ""scorable"", ""concept"": ""strength_training"", ""missing"": [], ""parsed_value"": {""unit"": """", ""value"": 2.0, ""timeframe_ok"": true}}",,2026-02-24 15:29:54.204774
64,okr_llm_call,ok,"{""mode"": ""structured_json"", ""model"": ""gpt-5-mini"", ""pillar"": ""training"", ""run_id"": 1, ""user_id"": 2, ""pillar_result_id"": 2, ""assess_session_id"": 1, ""temperature_effective"": 1.0, ""temperature_requested"": 0.2, ""kr_not_needed_threshold"": 90.0}",,2026-02-24 15:29:54.885662
65,assessor_meta,ok,"{""action"": ""ask"", ""pillar"": ""resilience"", ""concept"": ""emotional_regulation"", ""confidence"": null}",,2026-02-24 15:29:55.289889
66,assessor_pillar_handoff_timing,ok,"{""pillar"": ""training"", ""run_id"": 1, ""user_id"": 2, ""ms_total"": 1057, ""next_pillar"": ""resilience"", ""next_prompt_mode"": ""first_concept"", ""ms_send_transition"": 296, ""ms_update_concepts"": 30, ""ms_send_next_prompt"": 674, ""pillar_okr_sync_job_id"": 2, ""queued_pillar_okr_sync"": true, ""ms_upsert_pillar_result"": 15, ""ms_commit_before_enqueue"": 2, ""ms_enqueue_pillar_okr_sync"": 29}",,2026-02-24 15:29:55.299365
67,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SMbfc11ae0ab98ca3fb13c7c794ec1efca"", ""from"": ""whatsapp:+447360543844"", ""status"": ""delivered"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 24, ""error_description"": null}",,2026-02-24 15:29:57.011194
68,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SMbfc11ae0ab98ca3fb13c7c794ec1efca"", ""from"": ""whatsapp:+447360543844"", ""status"": ""sent"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 24, ""error_description"": null}",,2026-02-24 15:29:57.027478
69,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SM858f0687ffe9da88b483e130a15a9cf0"", ""from"": ""whatsapp:+447360543844"", ""status"": ""sent"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 25, ""error_description"": null}",,2026-02-24 15:29:57.078134
70,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SM858f0687ffe9da88b483e130a15a9cf0"", ""from"": ""whatsapp:+447360543844"", ""status"": ""delivered"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 25, ""error_description"": null}",,2026-02-24 15:29:57.510828
71,assessor_meta,ok,"{""action"": ""answer"", ""pillar"": ""resilience"", ""concept"": ""emotional_regulation"", ""confidence"": null}",,2026-02-24 15:29:58.178614
72,assessor_payload,ok,"{""pillar"": ""resilience"", ""concept"": ""emotional_regulation"", ""payload"": {""history"": [], ""retrieval"": [{""id"": 16, ""text"": ""Reward intentional regulation efforts and consistency, not the absence of difficult emotion."", ""type"": ""snippet"", ""score"": 0.04768669740672059, ""title"": ""Scoring cue (0–7 days/wk)"", ""locale"": ""en-GB""}, {""id"": 15, ""text"": ""Take 5–10 min walks or mindful breaks; use 2–3 presence prompts/day (breath, posture, body scan)."", ""type"": ""snippet"", ""score"": 0.027177914794461477, ""title"": ""Micro-resets"", ""locale"": ""en-GB""}], ""turns_so_far"": 1, ""already_asked"": [""In the past 7 days, on how many days did you feel calm and in control of your emotions for most of the day?""], ""concept_focus"": ""emotional_regulation"", ""last_user_reply"": ""2"", ""last_main_question"": ""In the past 7 days, on how many days did you feel calm and in control of your emotions for most of the day?"", ""sufficient_for_scoring"": true}}",,2026-02-24 15:29:58.202436
73,assessor_fast_path_hit,ok,"{""score"": 29, ""value"": 2.0, ""pillar"": ""resilience"", ""source"": ""parsed_number"", ""concept"": ""emotional_regulation"", ""normalized_value"": 2.0}",,2026-02-24 15:29:58.224948
74,assessor_llm_meta,ok,"{""why"": ""Parsed answer and timeframe were sufficient for deterministic scoring."", ""pillar"": ""resilience"", ""status"": ""scorable"", ""concept"": ""emotional_regulation"", ""missing"": [], ""parsed_value"": {""unit"": """", ""value"": 2.0, ""timeframe_ok"": true}}",,2026-02-24 15:29:58.234509
75,assessor_meta,ok,"{""action"": ""ask"", ""pillar"": ""resilience"", ""concept"": ""optimism_perspective"", ""confidence"": 0.88}",,2026-02-24 15:29:58.614783
76,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SM48639c09a93e9e27a887ec67885b7499"", ""from"": ""whatsapp:+447360543844"", ""status"": ""sent"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 27, ""error_description"": null}",,2026-02-24 15:29:59.819256
77,twilio_status,ok,"{""to"": ""whatsapp:+447860362908"", ""sid"": ""SM48639c09a93e9e27a887ec67885b7499"", ""from"": ""whatsapp:+447360543844"", ""status"": ""delivered"", ""user_id"": 2, ""error_code"": null, ""error_message"": null, ""message_log_id"": 27, ""error_description"": null}",,2026-02-24 15:30:01.003097
78,assessor_meta,ok,"{""action"": ""answer"", ""pillar"": ""resilience"", ""concept"": ""optimism_perspective"", ""confidence"": null}",,2026-02-24 15:30:02.024911
