id,kind,user_id,status,payload,result,error,attempts,locked_at,locked_by,created_at,updated_at
11,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 5, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 6, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:30.227745,2026-02-24 10:06:30.335608
12,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 6, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 7, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:30.307856,2026-02-24 10:06:30.418883
13,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 7, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 8, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:30.396699,2026-02-24 10:06:30.491309
14,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 8, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 9, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:30.47048,2026-02-24 10:06:30.569536
15,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 9, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 10, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:30.547168,2026-02-24 10:06:30.643701
16,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 10, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 11, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:30.623203,2026-02-24 10:06:30.717165
17,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 11, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 12, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:30.695794,2026-02-24 10:06:30.794877
18,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 12, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 13, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:30.772282,2026-02-24 10:06:30.875032
19,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 13, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 14, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:30.851174,2026-02-24 10:06:30.95235
20,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 14, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 15, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:30.928343,2026-02-24 10:06:31.029931
21,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 15, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 16, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:31.006015,2026-02-24 10:06:31.109648
22,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 16, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 17, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:31.083015,2026-02-24 10:06:31.194663
23,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 17, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 18, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:31.170062,2026-02-24 10:06:31.272762
24,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 18, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 19, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:31.250562,2026-02-24 10:06:31.349839
25,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 19, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 20, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:31.327757,2026-02-24 10:06:31.42239
26,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 20, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 21, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:31.400667,2026-02-24 10:06:31.496407
27,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 21, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 22, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:31.473456,2026-02-24 10:06:31.567684
28,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 22, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 23, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:31.546857,2026-02-24 10:06:31.640618
29,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 23, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 24, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:31.619485,2026-02-24 10:06:31.714415
30,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 24, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 25, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:31.692745,2026-02-24 10:06:31.799363
31,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 25, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 26, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:31.776195,2026-02-24 10:06:31.872302
32,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 26, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 27, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:31.851241,2026-02-24 10:06:31.947777
33,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 27, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 28, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:31.926041,2026-02-24 10:06:32.024764
34,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 28, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 29, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:32.000861,2026-02-24 10:06:32.108976
35,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 29, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 30, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:32.088188,2026-02-24 10:06:32.194175
36,assessment_week1_habit_seed,3,error,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 30, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}",,week-1 habit seed exceeded requeue limit user_id=3 assess_session_id=1 run_id=1 requeue_count=30 max_requeues=30 reason=pending_pillar_okr_sync=4,3,2026-02-24 10:06:32.322821,worker-6,2026-02-24 10:06:32.170899,2026-02-24 10:06:32.361033
37,pillar_okr_sync,4,done,"{""run_id"": 2, ""user_id"": 4, ""pillar_key"": ""nutrition"", ""pillar_score"": 58.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""fruit_veg"": 60.0, ""hydration"": 62.5, ""processed_food"": 50.0, ""protein_intake"": 60.0}, ""pillar_result_id"": 5, ""assess_session_id"": 2, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""nutrition"", ""objective_id"": 5, ""pillar_result_id"": 5}",,1,,,2026-02-24 10:06:35.84003,2026-02-24 10:07:04.108265
38,pillar_okr_sync,4,done,"{""run_id"": 2, ""user_id"": 4, ""pillar_key"": ""training"", ""pillar_score"": 75.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""cardio_frequency"": 100.0, ""strength_training"": 50.0, ""flexibility_mobility"": 75.0}, ""pillar_result_id"": 6, ""assess_session_id"": 2, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""training"", ""objective_id"": 7, ""pillar_result_id"": 6}",,1,,,2026-02-24 10:06:37.558396,2026-02-24 10:07:16.228381
39,pillar_okr_sync,4,done,"{""run_id"": 2, ""user_id"": 4, ""pillar_key"": ""resilience"", ""pillar_score"": 57.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""stress_recovery"": 57.14285714285714, ""support_openness"": 57.14285714285714, ""positive_connection"": 57.14285714285714, ""emotional_regulation"": 57.14285714285714, ""optimism_perspective"": 57.14285714285714}, ""pillar_result_id"": 7, ""assess_session_id"": 2, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""resilience"", ""objective_id"": 8, ""pillar_result_id"": 7}",,1,,,2026-02-24 10:06:40.141857,2026-02-24 10:07:19.759586
40,pillar_okr_sync,4,done,"{""run_id"": 2, ""user_id"": 4, ""pillar_key"": ""recovery"", ""pillar_score"": 57.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""sleep_quality"": 57.14285714285714, ""sleep_duration"": 57.14285714285714, ""bedtime_consistency"": 57.14285714285714}, ""pillar_result_id"": 8, ""assess_session_id"": 2, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""recovery"", ""objective_id"": 6, ""pillar_result_id"": 8}",,1,,,2026-02-24 10:06:41.662794,2026-02-24 10:07:13.472183
41,assessment_week1_habit_seed,4,done,"{""run_id"": 2, ""user_id"": 4, ""week_no"": 1, ""require_seed"": true, ""assess_session_id"": 2}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 1, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:41.712584,2026-02-24 10:06:56.978398
42,assessment_narratives_seed,4,done,"{""run_id"": 2, ""user_id"": 4}","{""ok"": true, ""run_id"": 2, ""user_id"": 4, ""duration_ms"": 54556, ""narratives_cached"": false, ""narratives_source"": ""llm""}",,1,,,2026-02-24 10:06:41.826764,2026-02-24 10:07:51.576805
43,pillar_okr_sync,5,done,"{""run_id"": 3, ""user_id"": 5, ""pillar_key"": ""nutrition"", ""pillar_score"": 58.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""fruit_veg"": 60.0, ""hydration"": 62.5, ""processed_food"": 50.0, ""protein_intake"": 60.0}, ""pillar_result_id"": 9, ""assess_session_id"": 3, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""nutrition"", ""objective_id"": 9, ""pillar_result_id"": 9}",,1,,,2026-02-24 10:06:49.884738,2026-02-24 10:07:37.801566
44,pillar_okr_sync,5,done,"{""run_id"": 3, ""user_id"": 5, ""pillar_key"": ""training"", ""pillar_score"": 75.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""cardio_frequency"": 100.0, ""strength_training"": 50.0, ""flexibility_mobility"": 75.0}, ""pillar_result_id"": 10, ""assess_session_id"": 3, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""training"", ""objective_id"": 11, ""pillar_result_id"": 10}",,1,,,2026-02-24 10:06:51.598007,2026-02-24 10:07:38.677999
45,pillar_okr_sync,5,done,"{""run_id"": 3, ""user_id"": 5, ""pillar_key"": ""resilience"", ""pillar_score"": 57.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""stress_recovery"": 57.14285714285714, ""support_openness"": 57.14285714285714, ""positive_connection"": 57.14285714285714, ""emotional_regulation"": 57.14285714285714, ""optimism_perspective"": 57.14285714285714}, ""pillar_result_id"": 11, ""assess_session_id"": 3, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""resilience"", ""objective_id"": 10, ""pillar_result_id"": 11}",,1,,,2026-02-24 10:06:54.08284,2026-02-24 10:07:38.472942
46,pillar_okr_sync,5,done,"{""run_id"": 3, ""user_id"": 5, ""pillar_key"": ""recovery"", ""pillar_score"": 57.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""sleep_quality"": 57.14285714285714, ""sleep_duration"": 57.14285714285714, ""bedtime_consistency"": 57.14285714285714}, ""pillar_result_id"": 12, ""assess_session_id"": 3, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""recovery"", ""objective_id"": 12, ""pillar_result_id"": 12}",,1,,,2026-02-24 10:06:55.549959,2026-02-24 10:07:44.502359
47,assessment_week1_habit_seed,5,done,"{""run_id"": 3, ""user_id"": 5, ""week_no"": 1, ""require_seed"": true, ""assess_session_id"": 3}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=3"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 1, ""duplicate_found"": false}",,1,,,2026-02-24 10:06:55.592159,2026-02-24 10:07:37.877138
48,assessment_narratives_seed,5,done,"{""run_id"": 3, ""user_id"": 5}","{""ok"": true, ""run_id"": 3, ""user_id"": 5, ""duration_ms"": 53448, ""narratives_cached"": false, ""narratives_source"": ""llm""}",,1,,,2026-02-24 10:06:55.689893,2026-02-24 10:08:31.370575
49,assessment_week1_habit_seed,4,done,"{""run_id"": 2, ""user_id"": 4, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 1, ""assess_session_id"": 2, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""week_no"": 1, ""seeded_count"": 4}",,1,,,2026-02-24 10:06:56.953439,2026-02-24 10:08:03.54148
50,pillar_okr_sync,6,done,"{""run_id"": 4, ""user_id"": 6, ""pillar_key"": ""nutrition"", ""pillar_score"": 58.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""fruit_veg"": 60.0, ""hydration"": 62.5, ""processed_food"": 50.0, ""protein_intake"": 60.0}, ""pillar_result_id"": 13, ""assess_session_id"": 4, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""nutrition"", ""objective_id"": 13, ""pillar_result_id"": 13}",,1,,,2026-02-24 10:07:03.831923,2026-02-24 10:08:06.906383
51,pillar_okr_sync,6,done,"{""run_id"": 4, ""user_id"": 6, ""pillar_key"": ""training"", ""pillar_score"": 75.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""cardio_frequency"": 100.0, ""strength_training"": 50.0, ""flexibility_mobility"": 75.0}, ""pillar_result_id"": 14, ""assess_session_id"": 4, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""training"", ""objective_id"": 14, ""pillar_result_id"": 14}",,1,,,2026-02-24 10:07:05.563686,2026-02-24 10:08:09.643381
52,pillar_okr_sync,6,done,"{""run_id"": 4, ""user_id"": 6, ""pillar_key"": ""resilience"", ""pillar_score"": 57.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""stress_recovery"": 57.14285714285714, ""support_openness"": 57.14285714285714, ""positive_connection"": 57.14285714285714, ""emotional_regulation"": 57.14285714285714, ""optimism_perspective"": 57.14285714285714}, ""pillar_result_id"": 15, ""assess_session_id"": 4, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""resilience"", ""objective_id"": 16, ""pillar_result_id"": 15}",,1,,,2026-02-24 10:07:08.022864,2026-02-24 10:08:20.01679
53,pillar_okr_sync,6,done,"{""run_id"": 4, ""user_id"": 6, ""pillar_key"": ""recovery"", ""pillar_score"": 57.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""sleep_quality"": 57.14285714285714, ""sleep_duration"": 57.14285714285714, ""bedtime_consistency"": 57.14285714285714}, ""pillar_result_id"": 16, ""assess_session_id"": 4, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""recovery"", ""objective_id"": 15, ""pillar_result_id"": 16}",,1,,,2026-02-24 10:07:09.515026,2026-02-24 10:08:10.148882
54,assessment_week1_habit_seed,6,done,"{""run_id"": 4, ""user_id"": 6, ""week_no"": 1, ""require_seed"": true, ""assess_session_id"": 4}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 1, ""duplicate_found"": false}",,1,,,2026-02-24 10:07:09.544464,2026-02-24 10:08:03.61109
55,assessment_narratives_seed,6,done,"{""run_id"": 4, ""user_id"": 6}","{""ok"": true, ""run_id"": 4, ""user_id"": 6, ""duration_ms"": 69674, ""narratives_cached"": false, ""narratives_source"": ""llm""}",,1,,,2026-02-24 10:07:09.64172,2026-02-24 10:09:13.325595
