id,objective_id,kr_key,description,metric_label,unit,baseline_num,target_num,target_text,actual_num,score,weight,status,notes,created_at,updated_at
50,13,protein_portions,Increase protein intake from 3 portions/day to 4 portions/day.,protein intake,portions/day,3,4,,3,60,1,active,"{""concept_key"": ""protein_intake""}",2026-02-23 14:04:17.945265,2026-02-23 14:04:17.945271
51,14,emotional_regulation_practice,Increase emotional regulation practice from 4 days/week to 5 days/week.,days/week,days/week,4,5,,4,,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-23 14:04:39.162264,2026-02-23 14:04:39.162272
52,14,stress_recovery_breaks,Increase stress-recovery techniques from 4 days/week to 5 days/week.,days/week,days/week,4,5,,4,,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-23 14:04:39.174492,2026-02-23 14:04:39.174497
53,14,support_openness_conversations,Increase support/openness actions from 4 days/week to 5 days/week.,days/week,days/week,4,5,,4,,1,active,"{""concept_key"": ""support_openness""}",2026-02-23 14:04:39.185306,2026-02-23 14:04:39.18531
54,15,increase_strength_sessions,Increase strength sessions from 2 sessions/week to 3 sessions/week.,strength sessions/week,sessions/week,2,3,,2,,1,active,"{""concept_key"": ""strength_training""}",2026-02-23 14:04:46.925295,2026-02-23 14:04:46.9253
55,15,increase_mobility_sessions,Increase mobility/flexibility work from 3 sessions/week to 4 sessions/week.,mobility/flexibility sessions/week,sessions/week,3,4,,3,,1,active,"{""concept_key"": ""flexibility_mobility""}",2026-02-23 14:04:46.938785,2026-02-23 14:04:46.938788
56,16,bedtime_consistency,Increase consistent bedtimes from 4 nights/week to 5 nights/week.,nights/week,nights/week,4,5,,4,57.14,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-23 14:05:08.803872,2026-02-23 14:05:08.803876
57,16,sleep_duration,Increase nights with 7+ hours sleep from 4 nights/week to 5 nights/week.,nights/week,nights/week,4,5,,4,57.14,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-23 14:05:08.814611,2026-02-23 14:05:08.814615
58,16,sleep_quality,Increase nights waking refreshed from 4 nights/week to 5 nights/week.,nights/week,nights/week,4,5,,4,57.14,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-23 14:05:08.830698,2026-02-23 14:05:08.830704
59,17,fruit_veg_portions,Increase fruit & vegetable portions from 3 portions/day to 4 portions/day.,portions/day,portions/day,3,4,,3,,1,active,"{""concept_key"": ""fruit_veg""}",2026-02-23 14:06:21.413093,2026-02-23 14:06:21.413098
60,17,daily_hydration_l,Increase daily hydration from 2.5 L/day to 3 L/day.,L/day,L/day,2.5,3,,2.5,,1,active,"{""concept_key"": ""hydration""}",2026-02-23 14:06:21.425049,2026-02-23 14:06:21.425053
61,17,processed_food_portions,Reduce processed food intake from 2 portions/day to 1 portions/day.,portions/day,portions/day,2,1,,2,,1,active,"{""concept_key"": ""processed_food""}",2026-02-23 14:06:21.436227,2026-02-23 14:06:21.436231
62,18,emotional_regulation,Increase emotional regulation practice from 4 days/week to 5 days/week.,days/week,days/week,4,5,,4,57.14285714285714,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-23 14:06:48.857636,2026-02-23 14:06:48.857641
63,18,stress_recovery,Increase stress-recovery techniques from 4 days/week to 5 days/week.,days/week,days/week,4,5,,4,57.14285714285714,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-23 14:06:48.873988,2026-02-23 14:06:48.873992
64,18,positive_connection,Increase positive connection actions from 4 days/week to 5 days/week.,days/week,days/week,4,5,,4,57.14285714285714,1,active,"{""concept_key"": ""positive_connection""}",2026-02-23 14:06:48.886222,2026-02-23 14:06:48.886228
65,19,increase_strength_sessions,Increase strength sessions from 2 sessions/week to 3 sessions/week.,sessions/week,sessions/week,2,3,,2,,1,active,"{""concept_key"": ""strength_training""}",2026-02-23 14:06:49.774579,2026-02-23 14:06:49.774586
66,19,increase_mobility_days,Increase mobility/flexibility work from 3 sessions/week to 4 sessions/week.,days/week,sessions/week,3,4,,3,,1,active,"{""concept_key"": ""flexibility_mobility""}",2026-02-23 14:06:49.785572,2026-02-23 14:06:49.785576
67,20,bedtime_consistency,Increase consistent bedtimes from 4 nights/week to 6 nights/week.,nights/week,nights/week,4,6,,4,57.14285714285714,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-23 14:07:18.196012,2026-02-23 14:07:18.196015
68,20,sleep_duration,Increase nights with 7+ hours sleep from 4 nights/week to 5 nights/week.,nights/week,nights/week,4,5,,4,57.14285714285714,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-23 14:07:18.208431,2026-02-23 14:07:18.208436
69,20,sleep_quality,Increase nights waking refreshed from 4 nights/week to 5 nights/week.,nights/week,nights/week,4,5,,4,57.14285714285714,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-23 14:07:18.220571,2026-02-23 14:07:18.220575
70,21,increase_fruit_veg,Increase fruit & vegetable portions from 3 portions/day to 4 portions/day.,portions/day,portions/day,3,4,,3,,1,active,"{""concept_key"": ""fruit_veg""}",2026-02-23 14:08:48.285722,2026-02-23 14:08:48.28573
71,21,increase_hydration,Increase daily hydration from 2.5 L/day to 3 L/day.,L/day,L/day,2.5,3,,2.5,,1,active,"{""concept_key"": ""hydration""}",2026-02-23 14:08:48.297369,2026-02-23 14:08:48.297374
72,21,reduce_processed_food,Reduce processed food intake from 2 portions/day to 1 portions/day.,portions/day,portions/day,2,1,,2,,1,active,"{""concept_key"": ""processed_food""}",2026-02-23 14:08:48.308914,2026-02-23 14:08:48.308919
73,22,strength_sessions_wk,Increase strength sessions from 2 sessions/week to 3 sessions/week.,sessions/week,sessions/week,2,3,,2,,1,active,"{""concept_key"": ""strength_training""}",2026-02-23 14:08:52.366697,2026-02-23 14:08:52.3667
74,22,mobility_sessions_wk,Increase mobility/flexibility work from 3 sessions/week to 4 sessions/week.,sessions/week,sessions/week,3,4,,3,,1,active,"{""concept_key"": ""flexibility_mobility""}",2026-02-23 14:08:52.378388,2026-02-23 14:08:52.378391
75,23,emotional_regulation,Increase emotional regulation practice from 4 days/week to 5 days/week.,days/week,days/week,4,5,,4,57.14285714285714,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-23 14:09:19.488119,2026-02-23 14:09:19.488124
76,23,stress_recovery,Increase stress-recovery techniques from 4 days/week to 5 days/week.,days/week,days/week,4,5,,4,57.14285714285714,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-23 14:09:19.501679,2026-02-23 14:09:19.501683
77,23,positive_connection,Increase positive connection actions from 4 days/week to 5 days/week.,days/week,days/week,4,5,,4,57.14285714285714,1,active,"{""concept_key"": ""positive_connection""}",2026-02-23 14:09:19.516585,2026-02-23 14:09:19.516589
78,24,bedtime_consistency,Increase consistent bedtimes from 4 nights/week to 5 nights/week.,consistent bedtimes,nights/week,4,5,,4,,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-23 14:09:19.951637,2026-02-23 14:09:19.951643
79,24,sleep_duration_7h,Increase nights with 7+ hours sleep from 4 nights/week to 5 nights/week.,nights with 7+ hours sleep,nights/week,4,5,,4,,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-23 14:09:19.963673,2026-02-23 14:09:19.963677
80,24,nights_waking_refreshed,Increase nights waking refreshed from 4 nights/week to 5 nights/week.,nights waking refreshed,nights/week,4,5,,4,,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-23 14:09:19.975504,2026-02-23 14:09:19.975509
81,25,fruit_veg_portions,Increase fruit & vegetable portions from 2 portions/day to 3 portions/day.,fruit & vegetable portions,portions/day,2,3,,2,40,1,active,"{""concept_key"": ""fruit_veg""}",2026-02-23 14:10:32.902066,2026-02-23 14:10:32.902072
82,25,daily_hydration_l,Increase daily hydration from 2 L/day to 2.5 L/day.,daily hydration,L/day,2,2.5,,2,50,1,active,"{""concept_key"": ""hydration""}",2026-02-23 14:10:32.914959,2026-02-23 14:10:32.914964
83,25,processed_food_portions,Reduce processed food intake from 3 portions/day to 2 portions/day.,processed food intake,portions/day,3,2,,3,25,1,active,"{""concept_key"": ""processed_food""}",2026-02-23 14:10:32.927617,2026-02-23 14:10:32.927622
84,25,protein_portions_day,Increase protein intake from 2 portions/day to 3 portions/day.,protein intake,portions/day,2,3,,2,40,1,active,"{""concept_key"": ""protein_intake""}",2026-02-23 14:10:32.940188,2026-02-23 14:10:32.940191
85,26,cardio_sessions_week,Increase cardio sessions from 2 sessions/week to 3 sessions/week.,sessions/week,sessions/week,2,3,,2,,1,active,"{""concept_key"": ""cardio_frequency""}",2026-02-23 14:10:36.233462,2026-02-23 14:10:36.233468
86,26,strength_sessions_week,Increase strength sessions from 1 sessions/week to 2 sessions/week.,sessions/week,sessions/week,1,2,,1,,1,active,"{""concept_key"": ""strength_training""}",2026-02-23 14:10:36.250261,2026-02-23 14:10:36.250266
87,26,mobility_sessions_week,Increase mobility/flexibility work from 2 sessions/week to 3 sessions/week.,sessions/week,sessions/week,2,3,,2,,1,active,"{""concept_key"": ""flexibility_mobility""}",2026-02-23 14:10:36.263059,2026-02-23 14:10:36.263064
88,27,consistent_bedtimes,Increase consistent bedtimes from 3 nights/week to 5 nights/week.,consistent bedtimes,nights/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-23 14:10:47.792298,2026-02-23 14:10:47.792303
89,27,nights_with_7h_sleep,Increase nights with 7+ hours sleep from 3 nights/week to 5 nights/week.,nights with 7+ hours sleep,nights/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-23 14:10:47.803507,2026-02-23 14:10:47.80351
90,27,wake_refreshed_nights,Increase nights waking refreshed from 3 nights/week to 5 nights/week.,nights waking refreshed,nights/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-23 14:10:47.814515,2026-02-23 14:10:47.814519
91,28,emotional_regulation_practice,Increase emotional regulation practice from 3 days/week to 5 days/week.,emotional regulation practice,days/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-23 14:10:53.476499,2026-02-23 14:10:53.476503
92,28,stress_recovery_techniques,Increase stress-recovery techniques from 3 days/week to 5 days/week.,stress-recovery techniques,days/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-23 14:10:53.489972,2026-02-23 14:10:53.489976
93,28,support_openness_actions,Increase support/openness actions from 3 days/week to 5 days/week.,support/openness actions,days/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""support_openness""}",2026-02-23 14:10:53.50324,2026-02-23 14:10:53.503244
94,29,fruit_veg_portions,Increase fruit & vegetable portions from 2 portions/day to 3 portions/day.,fruit & vegetable portions,portions/day,2,3,,2,40,1,active,"{""concept_key"": ""fruit_veg""}",2026-02-23 14:11:39.929504,2026-02-23 14:11:39.929508
95,29,daily_hydration_litres,Increase daily hydration from 2 L/day to 2.5 L/day.,daily hydration,L/day,2,2.5,,2,50,1,active,"{""concept_key"": ""hydration""}",2026-02-23 14:11:39.940333,2026-02-23 14:11:39.940337
96,29,reduce_processed_portions,Reduce processed food intake from 3 portions/day to 2 portions/day.,processed food intake,portions/day,3,2,,3,25,1,active,"{""concept_key"": ""processed_food""}",2026-02-23 14:11:39.950767,2026-02-23 14:11:39.950772
97,29,protein_portions_day,Increase protein intake from 2 portions/day to 3 portions/day.,protein intake,portions/day,2,3,,2,40,1,active,"{""concept_key"": ""protein_intake""}",2026-02-23 14:11:39.961157,2026-02-23 14:11:39.96116
98,30,cardio_sessions,Increase cardio sessions from 2 sessions/week to 3 sessions/week.,sessions/week,sessions/week,2,3,,2,66.66666666666666,1,active,"{""concept_key"": ""cardio_frequency""}",2026-02-23 14:11:58.525362,2026-02-23 14:11:58.525367
99,30,mobility_sessions,Increase mobility/flexibility work from 2 sessions/week to 3 sessions/week.,sessions/week,sessions/week,2,3,,2,50,1,active,"{""concept_key"": ""flexibility_mobility""}",2026-02-23 14:11:58.536786,2026-02-23 14:11:58.536791
100,31,emotional_regulation_practice,Increase emotional regulation practice from 3 days/week to 4 days/week.,days/week,days/week,3,4,,3,42.857142857142854,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-23 14:12:08.194537,2026-02-23 14:12:08.194541
101,31,stress_recovery_breaks,Increase stress-recovery techniques from 3 days/week to 4 days/week.,days/week,days/week,3,4,,3,42.857142857142854,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-23 14:12:08.208497,2026-02-23 14:12:08.208501
102,31,positive_connection_actions,Increase positive connection actions from 3 days/week to 4 days/week.,days/week,days/week,3,4,,3,42.857142857142854,1,active,"{""concept_key"": ""positive_connection""}",2026-02-23 14:12:08.221552,2026-02-23 14:12:08.221556
103,32,bedtime_consistency,Increase consistent bedtimes from 3 nights/week to 5 nights/week.,nights/week,nights/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-23 14:12:25.913956,2026-02-23 14:12:25.91396
104,32,sleep_duration,Increase nights with 7+ hours sleep from 3 nights/week to 5 nights/week.,nights/week,nights/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-23 14:12:25.924906,2026-02-23 14:12:25.924911
105,32,sleep_quality,Increase nights waking refreshed from 3 nights/week to 5 nights/week.,nights/week,nights/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-23 14:12:25.936976,2026-02-23 14:12:25.936981
106,33,fruit_veg_portions,Increase fruit & vegetable portions from 2 portions/day to 3 portions/day.,portions/day,portions/day,2,3,,2,40,1,active,"{""concept_key"": ""fruit_veg""}",2026-02-23 14:13:46.07908,2026-02-23 14:13:46.079085
107,33,daily_hydration_l,Increase daily hydration from 2 L/day to 2.5 L/day.,L/day,L/day,2,2.5,,2,50,1,active,"{""concept_key"": ""hydration""}",2026-02-23 14:13:46.092385,2026-02-23 14:13:46.092389
108,33,reduce_processed_portions,Reduce processed food intake from 3 portions/day to 2 portions/day.,portions/day,portions/day,3,2,,3,25,1,active,"{""concept_key"": ""processed_food""}",2026-02-23 14:13:46.106508,2026-02-23 14:13:46.106514
109,34,cardio_days_week,Increase cardio sessions from 2 sessions/week to 3 sessions/week.,days/week,sessions/week,2,3,,2,66.66666666666666,1,active,"{""concept_key"": ""cardio_frequency""}",2026-02-23 14:14:09.189872,2026-02-23 14:14:09.189877
110,34,mobility_days_week,Increase mobility/flexibility work from 2 sessions/week to 3 sessions/week.,days/week,sessions/week,2,3,,2,50,1,active,"{""concept_key"": ""flexibility_mobility""}",2026-02-23 14:14:09.201178,2026-02-23 14:14:09.201182
111,35,emotional_regulation_practice,Increase emotional regulation practice from 3 days/week to 5 days/week.,days/week,days/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-23 14:14:16.111883,2026-02-23 14:14:16.111887
112,35,stress_recovery_breaks,Increase stress-recovery techniques from 3 days/week to 5 days/week.,days/week,days/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-23 14:14:16.12498,2026-02-23 14:14:16.124987
113,35,positive_connection_actions,Increase positive connection actions from 3 days/week to 5 days/week.,days/week,days/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""positive_connection""}",2026-02-23 14:14:16.137888,2026-02-23 14:14:16.137892
114,36,bedtime_consistency,Increase consistent bedtimes from 3 nights/week to 5 nights/week.,nights/week,nights/week,3,5,,3,,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-23 14:14:33.019472,2026-02-23 14:14:33.019476
115,36,sleep_duration,Increase nights with 7+ hours sleep from 3 nights/week to 5 nights/week.,nights/week,nights/week,3,5,,3,,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-23 14:14:33.030584,2026-02-23 14:14:33.030588
116,36,sleep_quality,Increase nights waking refreshed from 3 nights/week to 5 nights/week.,nights/week,nights/week,3,5,,3,,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-23 14:14:33.041252,2026-02-23 14:14:33.041255
117,37,fruit_veg_portions,Increase fruit & vegetable portions from 2 portions/day to 3 portions/day.,portions/day,portions/day,2,3,,2,40,1,active,"{""concept_key"": ""fruit_veg""}",2026-02-23 14:15:46.481997,2026-02-23 14:15:46.482002
118,37,daily_hydration,Increase daily hydration from 2 L/day to 2.5 L/day.,litres/day,L/day,2,2.5,,2,50,1,active,"{""concept_key"": ""hydration""}",2026-02-23 14:15:46.496268,2026-02-23 14:15:46.496272
119,37,processed_food_portions,Reduce processed food intake from 3 portions/day to 2 portions/day.,portions/day,portions/day,3,2,,3,25,1,active,"{""concept_key"": ""processed_food""}",2026-02-23 14:15:46.509558,2026-02-23 14:15:46.509563
120,37,protein_portions,Increase protein intake from 2 portions/day to 3 portions/day.,portions/day,portions/day,2,3,,2,40,1,active,"{""concept_key"": ""protein_intake""}",2026-02-23 14:15:46.522512,2026-02-23 14:15:46.522516
121,38,increase_cardio_sessions,Increase cardio sessions from 2 sessions/week to 3 sessions/week.,cardio sessions,sessions/week,2,3,,2,66.66666666666666,1,active,"{""concept_key"": ""cardio_frequency""}",2026-02-23 14:16:00.330927,2026-02-23 14:16:00.33093
122,38,build_strength_sessions,Increase strength sessions from 1 sessions/week to 2 sessions/week.,strength sessions,sessions/week,1,2,,1,25,1,active,"{""concept_key"": ""strength_training""}",2026-02-23 14:16:00.342224,2026-02-23 14:16:00.342229
123,38,add_mobility_sessions,Increase mobility/flexibility work from 2 sessions/week to 3 sessions/week.,mobility/flexibility work,sessions/week,2,3,,2,50,1,active,"{""concept_key"": ""flexibility_mobility""}",2026-02-23 14:16:00.355005,2026-02-23 14:16:00.355011
124,39,emotional_regulation_practice,Increase emotional regulation practice from 3 days/week to 5 days/week.,days/week,days/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-23 14:16:11.422777,2026-02-23 14:16:11.422781
125,39,stress_recovery_techniques,Increase stress-recovery techniques from 3 days/week to 5 days/week.,days/week,days/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-23 14:16:11.437405,2026-02-23 14:16:11.437409
126,39,positive_connection_actions,Increase positive connection actions from 3 days/week to 5 days/week.,days/week,days/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""positive_connection""}",2026-02-23 14:16:11.452641,2026-02-23 14:16:11.452647
