id,kind,user_id,status,payload,result,error,attempts,locked_at,locked_by,created_at,updated_at
11,assessment_week1_habit_seed,2,done,"{""run_id"": 2, ""user_id"": 2, ""week_no"": 1, ""require_seed"": true, ""assess_session_id"": 2}","{""ok"": true, ""week_no"": 1, ""seeded_count"": 4}",,1,,,2026-02-22 17:23:22.881363,2026-02-22 17:23:55.608299
12,assessment_report,2,error,"{""run_id"": 2, ""user_id"": 2}",,"[Errno 13] Permission denied: '/var/data'",3,2026-02-22 17:24:35.298098,worker-1,2026-02-22 17:23:23.921525,2026-02-22 17:24:35.688055
13,pillar_okr_sync,1,done,"{""run_id"": 3, ""user_id"": 1, ""pillar_key"": ""nutrition"", ""pillar_score"": 58.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""fruit_veg"": 60.0, ""hydration"": 62.5, ""processed_food"": 50.0, ""protein_intake"": 60.0}, ""pillar_result_id"": 9, ""assess_session_id"": 3, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""nutrition"", ""objective_id"": 6, ""pillar_result_id"": 9}",,1,,,2026-02-22 18:27:21.378663,2026-02-22 18:27:57.261305
14,pillar_okr_sync,1,done,"{""run_id"": 3, ""user_id"": 1, ""pillar_key"": ""training"", ""pillar_score"": 75.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""cardio_frequency"": 100.0, ""strength_training"": 50.0, ""flexibility_mobility"": 75.0}, ""pillar_result_id"": 10, ""assess_session_id"": 3, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""training"", ""objective_id"": 5, ""pillar_result_id"": 10}",,1,,,2026-02-22 18:27:23.002164,2026-02-22 18:27:47.687357
15,pillar_okr_sync,1,done,"{""run_id"": 3, ""user_id"": 1, ""pillar_key"": ""resilience"", ""pillar_score"": 57.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""stress_recovery"": 57.14285714285714, ""support_openness"": 57.14285714285714, ""positive_connection"": 57.14285714285714, ""emotional_regulation"": 57.14285714285714, ""optimism_perspective"": 57.14285714285714}, ""pillar_result_id"": 11, ""assess_session_id"": 3, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""resilience"", ""objective_id"": 8, ""pillar_result_id"": 11}",,1,,,2026-02-22 18:27:25.392056,2026-02-22 18:28:16.124362
16,pillar_okr_sync,1,done,"{""run_id"": 3, ""user_id"": 1, ""pillar_key"": ""recovery"", ""pillar_score"": 57.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""sleep_quality"": 57.14285714285714, ""sleep_duration"": 57.14285714285714, ""bedtime_consistency"": 57.14285714285714}, ""pillar_result_id"": 12, ""assess_session_id"": 3, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""recovery"", ""objective_id"": 7, ""pillar_result_id"": 12}",,1,,,2026-02-22 18:27:27.060145,2026-02-22 18:28:15.660866
17,assessment_week1_habit_seed,1,done,"{""run_id"": 3, ""user_id"": 1, ""week_no"": 1, ""require_seed"": true, ""assess_session_id"": 3}","{""ok"": true, ""week_no"": 1, ""seeded_count"": 3}",,1,,,2026-02-22 18:27:27.12248,2026-02-22 18:28:41.40709
18,assessment_report,1,error,"{""run_id"": 3, ""user_id"": 1}",,"[Errno 13] Permission denied: '/var/data'",3,2026-02-22 18:29:10.022061,worker-1,2026-02-22 18:27:27.198769,2026-02-22 18:29:10.283176
19,pillar_okr_sync,2,done,"{""run_id"": 4, ""user_id"": 2, ""pillar_key"": ""nutrition"", ""pillar_score"": 45.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""fruit_veg"": 40.0, ""hydration"": 50.0, ""processed_food"": 50.0, ""protein_intake"": 40.0}, ""pillar_result_id"": 13, ""assess_session_id"": 4, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""nutrition"", ""objective_id"": 2, ""pillar_result_id"": 13}",,1,,,2026-02-22 19:21:11.532893,2026-02-22 19:21:40.34758
20,pillar_okr_sync,2,done,"{""run_id"": 4, ""user_id"": 2, ""pillar_key"": ""training"", ""pillar_score"": 56.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""cardio_frequency"": 66.66666666666666, ""strength_training"": 50.0, ""flexibility_mobility"": 50.0}, ""pillar_result_id"": 14, ""assess_session_id"": 4, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""training"", ""objective_id"": 1, ""pillar_result_id"": 14}",,1,,,2026-02-22 19:21:18.431996,2026-02-22 19:21:45.839807
21,pillar_okr_sync,2,done,"{""run_id"": 4, ""user_id"": 2, ""pillar_key"": ""resilience"", ""pillar_score"": 29.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""stress_recovery"": 28.57142857142857, ""support_openness"": 28.57142857142857, ""positive_connection"": 28.57142857142857, ""emotional_regulation"": 28.57142857142857, ""optimism_perspective"": 28.57142857142857}, ""pillar_result_id"": 15, ""assess_session_id"": 4, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""resilience"", ""objective_id"": 3, ""pillar_result_id"": 15}",,1,,,2026-02-22 19:21:24.654917,2026-02-22 19:21:53.67562
22,pillar_okr_sync,2,done,"{""run_id"": 4, ""user_id"": 2, ""pillar_key"": ""recovery"", ""pillar_score"": 29.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""sleep_quality"": 28.57142857142857, ""sleep_duration"": 28.57142857142857, ""bedtime_consistency"": 28.57142857142857}, ""pillar_result_id"": 16, ""assess_session_id"": 4, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""recovery"", ""objective_id"": 4, ""pillar_result_id"": 16}",,1,,,2026-02-22 19:21:29.556541,2026-02-22 19:22:19.006365
23,assessment_week1_habit_seed,2,done,"{""run_id"": 4, ""user_id"": 2, ""week_no"": 1, ""require_seed"": true, ""assess_session_id"": 4}","{""ok"": true, ""week_no"": 1, ""seeded_count"": 3}",,1,,,2026-02-22 19:21:29.58534,2026-02-22 19:22:11.726183
24,assessment_report,2,error,"{""run_id"": 4, ""user_id"": 2}",,"[Errno 13] Permission denied: '/var/data'",3,2026-02-22 19:23:10.244786,worker-1,2026-02-22 19:21:30.563047,2026-02-22 19:23:10.382728
25,pillar_okr_sync,2,done,"{""run_id"": 5, ""user_id"": 2, ""pillar_key"": ""nutrition"", ""pillar_score"": 45.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""fruit_veg"": 40.0, ""hydration"": 50.0, ""processed_food"": 50.0, ""protein_intake"": 40.0}, ""pillar_result_id"": 17, ""assess_session_id"": 5, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""nutrition"", ""objective_id"": 2, ""pillar_result_id"": 17}",,1,,,2026-02-22 19:23:45.968448,2026-02-22 19:24:11.973999
26,pillar_okr_sync,2,done,"{""run_id"": 6, ""user_id"": 2, ""pillar_key"": ""nutrition"", ""pillar_score"": 45.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""fruit_veg"": 40.0, ""hydration"": 50.0, ""processed_food"": 50.0, ""protein_intake"": 40.0}, ""pillar_result_id"": 18, ""assess_session_id"": 6, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""nutrition"", ""objective_id"": 2, ""pillar_result_id"": 18}",,1,,,2026-02-22 19:32:57.990335,2026-02-22 19:33:21.874223
27,pillar_okr_sync,2,done,"{""run_id"": 6, ""user_id"": 2, ""pillar_key"": ""training"", ""pillar_score"": 56.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""cardio_frequency"": 66.66666666666666, ""strength_training"": 50.0, ""flexibility_mobility"": 50.0}, ""pillar_result_id"": 19, ""assess_session_id"": 6, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""training"", ""objective_id"": 1, ""pillar_result_id"": 19}",,1,,,2026-02-22 19:33:42.561896,2026-02-22 19:34:04.476751
28,pillar_okr_sync,2,done,"{""run_id"": 6, ""user_id"": 2, ""pillar_key"": ""resilience"", ""pillar_score"": 29.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""stress_recovery"": 28.57142857142857, ""support_openness"": 28.57142857142857, ""positive_connection"": 28.57142857142857, ""emotional_regulation"": 28.57142857142857, ""optimism_perspective"": 28.57142857142857}, ""pillar_result_id"": 20, ""assess_session_id"": 6, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""resilience"", ""objective_id"": 3, ""pillar_result_id"": 20}",,1,,,2026-02-22 19:35:27.241313,2026-02-22 19:35:51.960982
29,pillar_okr_sync,2,done,"{""run_id"": 6, ""user_id"": 2, ""pillar_key"": ""recovery"", ""pillar_score"": 29.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""sleep_quality"": 28.57142857142857, ""sleep_duration"": 28.57142857142857, ""bedtime_consistency"": 28.57142857142857}, ""pillar_result_id"": 21, ""assess_session_id"": 6, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""recovery"", ""objective_id"": 4, ""pillar_result_id"": 21}",,1,,,2026-02-22 19:35:47.844687,2026-02-22 19:36:11.184136
30,assessment_week1_habit_seed,2,done,"{""run_id"": 6, ""user_id"": 2, ""week_no"": 1, ""require_seed"": true, ""assess_session_id"": 6}","{""ok"": true, ""week_no"": 1, ""seeded_count"": 3}",,1,,,2026-02-22 19:35:47.878847,2026-02-22 19:36:08.702448
31,assessment_report,2,error,"{""run_id"": 6, ""user_id"": 2}",,"[Errno 13] Permission denied: '/var/data'",3,2026-02-22 19:37:04.461013,worker-1,2026-02-22 19:35:49.051671,2026-02-22 19:37:04.611715
32,pillar_okr_sync,1,done,"{""run_id"": 7, ""user_id"": 1, ""pillar_key"": ""nutrition"", ""pillar_score"": 58.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""fruit_veg"": 60.0, ""hydration"": 62.5, ""processed_food"": 50.0, ""protein_intake"": 60.0}, ""pillar_result_id"": 22, ""assess_session_id"": 7, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""nutrition"", ""objective_id"": 10, ""pillar_result_id"": 22}",,1,,,2026-02-23 07:23:27.08469,2026-02-23 07:23:53.62194
33,pillar_okr_sync,1,done,"{""run_id"": 7, ""user_id"": 1, ""pillar_key"": ""training"", ""pillar_score"": 75.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""cardio_frequency"": 100.0, ""strength_training"": 50.0, ""flexibility_mobility"": 75.0}, ""pillar_result_id"": 23, ""assess_session_id"": 7, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""training"", ""objective_id"": 9, ""pillar_result_id"": 23}",,1,,,2026-02-23 07:23:28.992291,2026-02-23 07:23:48.080255
34,pillar_okr_sync,1,done,"{""run_id"": 7, ""user_id"": 1, ""pillar_key"": ""resilience"", ""pillar_score"": 57.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""stress_recovery"": 57.14285714285714, ""support_openness"": 57.14285714285714, ""positive_connection"": 57.14285714285714, ""emotional_regulation"": 57.14285714285714, ""optimism_perspective"": 57.14285714285714}, ""pillar_result_id"": 24, ""assess_session_id"": 7, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""resilience"", ""objective_id"": 11, ""pillar_result_id"": 24}",,1,,,2026-02-23 07:23:31.408225,2026-02-23 07:24:07.93197
35,pillar_okr_sync,1,done,"{""run_id"": 7, ""user_id"": 1, ""pillar_key"": ""recovery"", ""pillar_score"": 57.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""sleep_quality"": 57.14285714285714, ""sleep_duration"": 57.14285714285714, ""bedtime_consistency"": 57.14285714285714}, ""pillar_result_id"": 25, ""assess_session_id"": 7, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""recovery"", ""objective_id"": 12, ""pillar_result_id"": 25}",,1,,,2026-02-23 07:23:32.739361,2026-02-23 07:24:19.293768
36,assessment_week1_habit_seed,1,done,"{""run_id"": 7, ""user_id"": 1, ""week_no"": 1, ""require_seed"": true, ""assess_session_id"": 7}","{""ok"": true, ""week_no"": 1, ""seeded_count"": 4}",,1,,,2026-02-23 07:23:32.818534,2026-02-23 07:24:35.282236
37,assessment_report,1,retry,"{""run_id"": 7, ""user_id"": 1}",,"[Errno 13] Permission denied: '/var/data'",2,2026-02-23 07:25:15.893594,worker-1,2026-02-23 07:23:32.890719,2026-02-23 07:25:16.190979
