id,kind,user_id,status,payload,result,error,attempts,available_at,locked_at,locked_by,created_at,updated_at
12,pillar_okr_sync,4,done,"{""run_id"": 2, ""user_id"": 4, ""pillar_key"": ""recovery"", ""pillar_score"": 57.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""sleep_quality"": 57.14285714285714, ""sleep_duration"": 57.14285714285714, ""bedtime_consistency"": 57.14285714285714}, ""pillar_result_id"": 8, ""assess_session_id"": 2, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""recovery"", ""objective_id"": 8, ""pillar_result_id"": 8}",,1,,,,2026-02-24 11:41:54.317609,2026-02-24 11:42:31.224272
13,assessment_week1_habit_seed,4,done,"{""run_id"": 2, ""user_id"": 4, ""week_no"": 1, ""require_seed"": true, ""assess_session_id"": 2}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 1, ""duplicate_found"": false, ""requeue_not_before"": ""2026-02-24T11:42:10.254350"", ""requeue_delay_seconds"": 5}",,1,,,,2026-02-24 11:41:54.347926,2026-02-24 11:42:05.302119
14,assessment_narratives_seed,4,done,"{""run_id"": 2, ""user_id"": 4}","{""ok"": true, ""run_id"": 2, ""user_id"": 4, ""duration_ms"": 62505, ""narratives_cached"": false, ""narratives_source"": ""llm""}",,1,,,,2026-02-24 11:41:54.438421,2026-02-24 11:43:07.877542
15,assessment_week1_habit_seed,3,done,"{""run_id"": 1, ""user_id"": 3, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 3, ""assess_session_id"": 1, ""last_requeue_reason"": ""pending_pillar_okr_sync=3""}","{""ok"": true, ""week_no"": 1, ""seeded_count"": 4}",,1,2026-02-24 11:42:11.103551,,,2026-02-24 11:42:02.121756,2026-02-24 11:42:53.433772
16,pillar_okr_sync,5,done,"{""run_id"": 3, ""user_id"": 5, ""pillar_key"": ""nutrition"", ""pillar_score"": 58.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""fruit_veg"": 60.0, ""hydration"": 62.5, ""processed_food"": 50.0, ""protein_intake"": 60.0}, ""pillar_result_id"": 9, ""assess_session_id"": 3, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""nutrition"", ""objective_id"": 10, ""pillar_result_id"": 9}",,1,,,,2026-02-24 11:42:02.483082,2026-02-24 11:42:49.740118
17,pillar_okr_sync,5,done,"{""run_id"": 3, ""user_id"": 5, ""pillar_key"": ""training"", ""pillar_score"": 75.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""cardio_frequency"": 100.0, ""strength_training"": 50.0, ""flexibility_mobility"": 75.0}, ""pillar_result_id"": 10, ""assess_session_id"": 3, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""training"", ""objective_id"": 9, ""pillar_result_id"": 10}",,1,,,,2026-02-24 11:42:04.266447,2026-02-24 11:42:46.845075
18,assessment_week1_habit_seed,4,done,"{""run_id"": 2, ""user_id"": 4, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 1, ""assess_session_id"": 2, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""week_no"": 1, ""seeded_count"": 4}",,1,2026-02-24 11:42:10.25435,,,2026-02-24 11:42:05.273322,2026-02-24 11:42:52.916105
19,pillar_okr_sync,5,done,"{""run_id"": 3, ""user_id"": 5, ""pillar_key"": ""resilience"", ""pillar_score"": 57.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""stress_recovery"": 57.14285714285714, ""support_openness"": 57.14285714285714, ""positive_connection"": 57.14285714285714, ""emotional_regulation"": 57.14285714285714, ""optimism_perspective"": 57.14285714285714}, ""pillar_result_id"": 11, ""assess_session_id"": 3, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""resilience"", ""objective_id"": 11, ""pillar_result_id"": 11}",,1,,,,2026-02-24 11:42:06.886437,2026-02-24 11:42:58.391424
20,pillar_okr_sync,5,done,"{""run_id"": 3, ""user_id"": 5, ""pillar_key"": ""recovery"", ""pillar_score"": 57.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""sleep_quality"": 57.14285714285714, ""sleep_duration"": 57.14285714285714, ""bedtime_consistency"": 57.14285714285714}, ""pillar_result_id"": 12, ""assess_session_id"": 3, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""recovery"", ""objective_id"": 12, ""pillar_result_id"": 12}",,1,,,,2026-02-24 11:42:08.578035,2026-02-24 11:43:12.21958
21,assessment_week1_habit_seed,5,done,"{""run_id"": 3, ""user_id"": 5, ""week_no"": 1, ""require_seed"": true, ""assess_session_id"": 3}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=2"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 1, ""duplicate_found"": false, ""requeue_not_before"": ""2026-02-24T11:42:54.775340"", ""requeue_delay_seconds"": 5}",,1,,,,2026-02-24 11:42:08.609919,2026-02-24 11:42:49.814798
22,assessment_narratives_seed,5,done,"{""run_id"": 3, ""user_id"": 5}","{""ok"": true, ""run_id"": 3, ""user_id"": 5, ""duration_ms"": 53093, ""narratives_cached"": false, ""narratives_source"": ""llm""}",,1,,,,2026-02-24 11:42:08.709292,2026-02-24 11:43:42.948396
23,pillar_okr_sync,6,done,"{""run_id"": 4, ""user_id"": 6, ""pillar_key"": ""nutrition"", ""pillar_score"": 58.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""fruit_veg"": 60.0, ""hydration"": 62.5, ""processed_food"": 50.0, ""protein_intake"": 60.0}, ""pillar_result_id"": 13, ""assess_session_id"": 4, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""nutrition"", ""objective_id"": 16, ""pillar_result_id"": 13}",,1,,,,2026-02-24 11:42:16.804532,2026-02-24 11:43:31.038256
24,pillar_okr_sync,6,done,"{""run_id"": 4, ""user_id"": 6, ""pillar_key"": ""training"", ""pillar_score"": 75.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""cardio_frequency"": 100.0, ""strength_training"": 50.0, ""flexibility_mobility"": 75.0}, ""pillar_result_id"": 14, ""assess_session_id"": 4, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""training"", ""objective_id"": 13, ""pillar_result_id"": 14}",,1,,,,2026-02-24 11:42:18.578061,2026-02-24 11:43:17.773315
25,pillar_okr_sync,6,done,"{""run_id"": 4, ""user_id"": 6, ""pillar_key"": ""resilience"", ""pillar_score"": 57.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""stress_recovery"": 57.14285714285714, ""support_openness"": 57.14285714285714, ""positive_connection"": 57.14285714285714, ""emotional_regulation"": 57.14285714285714, ""optimism_perspective"": 57.14285714285714}, ""pillar_result_id"": 15, ""assess_session_id"": 4, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""resilience"", ""objective_id"": 14, ""pillar_result_id"": 15}",,1,,,,2026-02-24 11:42:20.999418,2026-02-24 11:43:17.987574
26,pillar_okr_sync,6,done,"{""run_id"": 4, ""user_id"": 6, ""pillar_key"": ""recovery"", ""pillar_score"": 57.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""sleep_quality"": 57.14285714285714, ""sleep_duration"": 57.14285714285714, ""bedtime_consistency"": 57.14285714285714}, ""pillar_result_id"": 16, ""assess_session_id"": 4, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""recovery"", ""objective_id"": 15, ""pillar_result_id"": 16}",,1,,,,2026-02-24 11:42:22.434777,2026-02-24 11:43:22.773738
27,assessment_week1_habit_seed,6,done,"{""run_id"": 4, ""user_id"": 6, ""week_no"": 1, ""require_seed"": true, ""assess_session_id"": 4}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 1, ""duplicate_found"": false, ""requeue_not_before"": ""2026-02-24T11:43:17.257659"", ""requeue_delay_seconds"": 5}",,1,,,,2026-02-24 11:42:22.464325,2026-02-24 11:43:12.286918
28,assessment_narratives_seed,6,done,"{""run_id"": 4, ""user_id"": 6}","{""ok"": true, ""run_id"": 4, ""user_id"": 6, ""duration_ms"": 54248, ""narratives_cached"": false, ""narratives_source"": ""llm""}",,1,,,,2026-02-24 11:42:22.560006,2026-02-24 11:44:06.574034
29,pillar_okr_sync,7,done,"{""run_id"": 5, ""user_id"": 7, ""pillar_key"": ""nutrition"", ""pillar_score"": 39.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""fruit_veg"": 40.0, ""hydration"": 50.0, ""processed_food"": 25.0, ""protein_intake"": 40.0}, ""pillar_result_id"": 17, ""assess_session_id"": 5, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""nutrition"", ""objective_id"": 19, ""pillar_result_id"": 17}",,1,,,,2026-02-24 11:42:30.629542,2026-02-24 11:43:48.894212
30,pillar_okr_sync,7,done,"{""run_id"": 5, ""user_id"": 7, ""pillar_key"": ""training"", ""pillar_score"": 47.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""cardio_frequency"": 66.66666666666666, ""strength_training"": 25.0, ""flexibility_mobility"": 50.0}, ""pillar_result_id"": 18, ""assess_session_id"": 5, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""training"", ""objective_id"": 17, ""pillar_result_id"": 18}",,1,,,,2026-02-24 11:42:32.317532,2026-02-24 11:43:40.853808
31,pillar_okr_sync,7,done,"{""run_id"": 5, ""user_id"": 7, ""pillar_key"": ""resilience"", ""pillar_score"": 43.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""stress_recovery"": 42.857142857142854, ""support_openness"": 42.857142857142854, ""positive_connection"": 42.857142857142854, ""emotional_regulation"": 42.857142857142854, ""optimism_perspective"": 42.857142857142854}, ""pillar_result_id"": 19, ""assess_session_id"": 5, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""resilience"", ""objective_id"": 18, ""pillar_result_id"": 19}",,1,,,,2026-02-24 11:42:34.654875,2026-02-24 11:43:46.640138
32,pillar_okr_sync,7,done,"{""run_id"": 5, ""user_id"": 7, ""pillar_key"": ""recovery"", ""pillar_score"": 43.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""sleep_quality"": 42.857142857142854, ""sleep_duration"": 42.857142857142854, ""bedtime_consistency"": 42.857142857142854}, ""pillar_result_id"": 20, ""assess_session_id"": 5, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""recovery"", ""objective_id"": 20, ""pillar_result_id"": 20}",,1,,,,2026-02-24 11:42:36.214702,2026-02-24 11:43:51.731684
33,assessment_week1_habit_seed,7,done,"{""run_id"": 5, ""user_id"": 7, ""week_no"": 1, ""require_seed"": true, ""assess_session_id"": 5}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=3"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 1, ""duplicate_found"": false, ""requeue_not_before"": ""2026-02-24T11:43:45.897657"", ""requeue_delay_seconds"": 5}",,1,,,,2026-02-24 11:42:36.242236,2026-02-24 11:43:40.934127
34,assessment_narratives_seed,7,done,"{""run_id"": 5, ""user_id"": 7}","{""ok"": true, ""run_id"": 5, ""user_id"": 7, ""duration_ms"": 52934, ""narratives_cached"": false, ""narratives_source"": ""llm""}",,1,,,,2026-02-24 11:42:36.333206,2026-02-24 11:44:33.911119
35,pillar_okr_sync,8,done,"{""run_id"": 6, ""user_id"": 8, ""pillar_key"": ""nutrition"", ""pillar_score"": 39.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""fruit_veg"": 40.0, ""hydration"": 50.0, ""processed_food"": 25.0, ""protein_intake"": 40.0}, ""pillar_result_id"": 21, ""assess_session_id"": 6, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""nutrition"", ""objective_id"": 23, ""pillar_result_id"": 21}",,1,,,,2026-02-24 11:42:44.423919,2026-02-24 11:44:13.355438
36,pillar_okr_sync,8,done,"{""run_id"": 6, ""user_id"": 8, ""pillar_key"": ""training"", ""pillar_score"": 47.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""cardio_frequency"": 66.66666666666666, ""strength_training"": 25.0, ""flexibility_mobility"": 50.0}, ""pillar_result_id"": 22, ""assess_session_id"": 6, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""training"", ""objective_id"": 22, ""pillar_result_id"": 22}",,1,,,,2026-02-24 11:42:46.211702,2026-02-24 11:44:10.505851
37,pillar_okr_sync,8,done,"{""run_id"": 6, ""user_id"": 8, ""pillar_key"": ""resilience"", ""pillar_score"": 43.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""stress_recovery"": 42.857142857142854, ""support_openness"": 42.857142857142854, ""positive_connection"": 42.857142857142854, ""emotional_regulation"": 42.857142857142854, ""optimism_perspective"": 42.857142857142854}, ""pillar_result_id"": 23, ""assess_session_id"": 6, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""resilience"", ""objective_id"": 21, ""pillar_result_id"": 23}",,1,,,,2026-02-24 11:42:48.826296,2026-02-24 11:44:08.151601
38,assessment_week1_habit_seed,5,done,"{""run_id"": 3, ""user_id"": 5, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 1, ""assess_session_id"": 3, ""last_requeue_reason"": ""pending_pillar_okr_sync=2""}","{""ok"": true, ""week_no"": 1, ""seeded_count"": 4}",,1,2026-02-24 11:42:54.77534,,,2026-02-24 11:42:49.790895,2026-02-24 11:44:14.740319
39,pillar_okr_sync,8,done,"{""run_id"": 6, ""user_id"": 8, ""pillar_key"": ""recovery"", ""pillar_score"": 43.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""sleep_quality"": 42.857142857142854, ""sleep_duration"": 42.857142857142854, ""bedtime_consistency"": 42.857142857142854}, ""pillar_result_id"": 24, ""assess_session_id"": 6, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""recovery"", ""objective_id"": 24, ""pillar_result_id"": 24}",,1,,,,2026-02-24 11:42:50.249359,2026-02-24 11:44:31.927024
40,assessment_week1_habit_seed,8,done,"{""run_id"": 6, ""user_id"": 8, ""week_no"": 1, ""require_seed"": true, ""assess_session_id"": 6}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=3"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 1, ""duplicate_found"": false, ""requeue_not_before"": ""2026-02-24T11:44:13.192038"", ""requeue_delay_seconds"": 5}",,1,,,,2026-02-24 11:42:50.278134,2026-02-24 11:44:08.23407
41,assessment_narratives_seed,8,done,"{""run_id"": 6, ""user_id"": 8}","{""ok"": true, ""run_id"": 6, ""user_id"": 8, ""duration_ms"": 58219, ""narratives_cached"": false, ""narratives_source"": ""llm""}",,1,,,,2026-02-24 11:42:50.371417,2026-02-24 11:45:06.71292
42,pillar_okr_sync,9,done,"{""run_id"": 7, ""user_id"": 9, ""pillar_key"": ""nutrition"", ""pillar_score"": 39.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""fruit_veg"": 40.0, ""hydration"": 50.0, ""processed_food"": 25.0, ""protein_intake"": 40.0}, ""pillar_result_id"": 25, ""assess_session_id"": 7, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""nutrition"", ""objective_id"": 25, ""pillar_result_id"": 25}",,1,,,,2026-02-24 11:42:58.533389,2026-02-24 11:44:41.124987
43,pillar_okr_sync,9,done,"{""run_id"": 7, ""user_id"": 9, ""pillar_key"": ""training"", ""pillar_score"": 47.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""cardio_frequency"": 66.66666666666666, ""strength_training"": 25.0, ""flexibility_mobility"": 50.0}, ""pillar_result_id"": 26, ""assess_session_id"": 7, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""training"", ""objective_id"": 27, ""pillar_result_id"": 26}",,1,,,,2026-02-24 11:43:00.255788,2026-02-24 11:44:42.074786
44,pillar_okr_sync,9,done,"{""run_id"": 7, ""user_id"": 9, ""pillar_key"": ""resilience"", ""pillar_score"": 43.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""stress_recovery"": 42.857142857142854, ""support_openness"": 42.857142857142854, ""positive_connection"": 42.857142857142854, ""emotional_regulation"": 42.857142857142854, ""optimism_perspective"": 42.857142857142854}, ""pillar_result_id"": 27, ""assess_session_id"": 7, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""resilience"", ""objective_id"": 26, ""pillar_result_id"": 27}",,1,,,,2026-02-24 11:43:02.64373,2026-02-24 11:44:41.224182
45,pillar_okr_sync,9,done,"{""run_id"": 7, ""user_id"": 9, ""pillar_key"": ""recovery"", ""pillar_score"": 43.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""sleep_quality"": 42.857142857142854, ""sleep_duration"": 42.857142857142854, ""bedtime_consistency"": 42.857142857142854}, ""pillar_result_id"": 28, ""assess_session_id"": 7, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""recovery"", ""objective_id"": 28, ""pillar_result_id"": 28}",,1,,,,2026-02-24 11:43:04.08708,2026-02-24 11:44:56.30222
46,assessment_week1_habit_seed,9,done,"{""run_id"": 7, ""user_id"": 9, ""week_no"": 1, ""require_seed"": true, ""assess_session_id"": 7}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 1, ""duplicate_found"": false, ""requeue_not_before"": ""2026-02-24T11:44:38.946883"", ""requeue_delay_seconds"": 5}",,1,,,,2026-02-24 11:43:04.117467,2026-02-24 11:44:33.984764
47,assessment_narratives_seed,9,done,"{""run_id"": 7, ""user_id"": 9}","{""ok"": true, ""run_id"": 7, ""user_id"": 9, ""duration_ms"": 57156, ""narratives_cached"": false, ""narratives_source"": ""llm""}",,1,,,,2026-02-24 11:43:04.214448,2026-02-24 11:45:31.187431
48,assessment_week1_habit_seed,6,done,"{""run_id"": 4, ""user_id"": 6, ""week_no"": 1, ""max_requeues"": 30, ""require_seed"": true, ""requeue_count"": 1, ""assess_session_id"": 4, ""last_requeue_reason"": ""pending_pillar_okr_sync=4""}","{""ok"": true, ""week_no"": 1, ""seeded_count"": 4}",,1,2026-02-24 11:43:17.257659,,,2026-02-24 11:43:12.269339,2026-02-24 11:45:10.673469
49,pillar_okr_sync,10,done,"{""run_id"": 8, ""user_id"": 10, ""pillar_key"": ""nutrition"", ""pillar_score"": 39.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""fruit_veg"": 40.0, ""hydration"": 50.0, ""processed_food"": 25.0, ""protein_intake"": 40.0}, ""pillar_result_id"": 29, ""assess_session_id"": 8, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""nutrition"", ""objective_id"": 32, ""pillar_result_id"": 29}",,1,,,,2026-02-24 11:43:12.565675,2026-02-24 11:45:36.775884
50,pillar_okr_sync,10,done,"{""run_id"": 8, ""user_id"": 10, ""pillar_key"": ""training"", ""pillar_score"": 47.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""cardio_frequency"": 66.66666666666666, ""strength_training"": 25.0, ""flexibility_mobility"": 50.0}, ""pillar_result_id"": 30, ""assess_session_id"": 8, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""training"", ""objective_id"": 29, ""pillar_result_id"": 30}",,1,,,,2026-02-24 11:43:14.554914,2026-02-24 11:45:11.729973
51,pillar_okr_sync,10,done,"{""run_id"": 8, ""user_id"": 10, ""pillar_key"": ""resilience"", ""pillar_score"": 43.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""stress_recovery"": 42.857142857142854, ""support_openness"": 42.857142857142854, ""positive_connection"": 42.857142857142854, ""emotional_regulation"": 42.857142857142854, ""optimism_perspective"": 42.857142857142854}, ""pillar_result_id"": 31, ""assess_session_id"": 8, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""resilience"", ""objective_id"": 30, ""pillar_result_id"": 31}",,1,,,,2026-02-24 11:43:17.063979,2026-02-24 11:45:22.26579
52,pillar_okr_sync,10,done,"{""run_id"": 8, ""user_id"": 10, ""pillar_key"": ""recovery"", ""pillar_score"": 43.0, ""quarter_label"": ""This Quarter"", ""concept_scores"": {""sleep_quality"": 42.857142857142854, ""sleep_duration"": 42.857142857142854, ""bedtime_consistency"": 42.857142857142854}, ""pillar_result_id"": 32, ""assess_session_id"": 8, ""write_progress_entries"": true}","{""ok"": true, ""pillar_key"": ""recovery"", ""objective_id"": 31, ""pillar_result_id"": 32}",,1,,,,2026-02-24 11:43:18.524325,2026-02-24 11:45:23.11781
53,assessment_week1_habit_seed,10,done,"{""run_id"": 8, ""user_id"": 10, ""week_no"": 1, ""require_seed"": true, ""assess_session_id"": 8}","{""ok"": true, ""reason"": ""pending_pillar_okr_sync=4"", ""week_no"": 1, ""requeued"": true, ""seeded_count"": 0, ""requeue_count"": 1, ""duplicate_found"": false, ""requeue_not_before"": ""2026-02-24T11:45:15.723142"", ""requeue_delay_seconds"": 5}",,1,,,,2026-02-24 11:43:18.553585,2026-02-24 11:45:10.767589
54,assessment_narratives_seed,10,done,"{""run_id"": 8, ""user_id"": 10}","{""ok"": true, ""run_id"": 8, ""user_id"": 10, ""duration_ms"": 55450, ""narratives_cached"": false, ""narratives_source"": ""llm""}",,1,,,,2026-02-24 11:43:18.651349,2026-02-24 11:46:06.291514
