id,objective_id,kr_key,description,metric_label,unit,baseline_num,target_num,target_text,actual_num,score,weight,status,notes,created_at,updated_at
27,9,reduce_processed_food,Reduce processed food intake from 2 portions/day to 1 portions/day.,processed food intake,portions/day,2,1,,2,50,1,active,"{""concept_key"": ""processed_food""}",2026-02-24 10:07:37.76027,2026-02-24 10:07:37.760276
28,9,increase_protein_intake,Increase protein intake from 3 portions/day to 4 portions/day.,protein intake,portions/day,3,4,,3,60,1,active,"{""concept_key"": ""protein_intake""}",2026-02-24 10:07:37.774749,2026-02-24 10:07:37.774754
29,10,emotional_regulation,Increase emotional regulation practice from 4 days/week to 5 days/week.,days/week,days/week,4,5,,4,57.14285714285714,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-24 10:07:38.428891,2026-02-24 10:07:38.428895
30,10,stress_recovery,Increase stress-recovery techniques from 4 days/week to 5 days/week.,days/week,days/week,4,5,,4,57.14285714285714,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-24 10:07:38.438641,2026-02-24 10:07:38.438645
31,10,support_openness,Increase support/openness actions from 4 days/week to 5 days/week.,days/week,days/week,4,5,,4,57.14285714285714,1,active,"{""concept_key"": ""support_openness""}",2026-02-24 10:07:38.447586,2026-02-24 10:07:38.44759
32,11,strength_sessions,Increase strength sessions from 2 sessions/week to 3 sessions/week.,sessions/week,sessions/week,2,3,,2,50,1,active,"{""concept_key"": ""strength_training""}",2026-02-24 10:07:38.636422,2026-02-24 10:07:38.636426
33,11,mobility_sessions,Increase mobility/flexibility work from 3 sessions/week to 4 sessions/week.,sessions/week,sessions/week,3,4,,3,75,1,active,"{""concept_key"": ""flexibility_mobility""}",2026-02-24 10:07:38.647119,2026-02-24 10:07:38.647123
34,12,bedtime_consistency,Increase consistent bedtimes from 4 nights/week to 5 nights/week.,nights/week,nights/week,4,5,,4,57.14285714285714,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-24 10:07:44.452775,2026-02-24 10:07:44.452782
35,12,sleep_duration_nights,Increase nights with 7+ hours sleep from 4 nights/week to 5 nights/week.,nights/week,nights/week,4,5,,4,57.14285714285714,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-24 10:07:44.463299,2026-02-24 10:07:44.463305
36,12,sleep_quality_nights,Increase nights waking refreshed from 4 nights/week to 5 nights/week.,nights/week,nights/week,4,5,,4,57.14285714285714,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-24 10:07:44.473204,2026-02-24 10:07:44.473208
37,13,fruit_veg_portions,Increase fruit & vegetable portions from 3 portions/day to 4 portions/day.,fruit & vegetable portions,portions/day,3,4,,3,60,1,active,"{""concept_key"": ""fruit_veg""}",2026-02-24 10:08:06.844354,2026-02-24 10:08:06.844359
38,13,daily_hydration,Increase daily hydration from 2.5 L/day to 3 L/day.,daily hydration,L/day,2.5,3,,2.5,62.5,1,active,"{""concept_key"": ""hydration""}",2026-02-24 10:08:06.855702,2026-02-24 10:08:06.855705
39,13,processed_food_portions,Reduce processed food intake from 2 portions/day to 1 portions/day.,processed food portions,portions/day,2,1,,2,50,1,active,"{""concept_key"": ""processed_food""}",2026-02-24 10:08:06.866635,2026-02-24 10:08:06.866639
40,13,protein_portions,Increase protein intake from 3 portions/day to 4 portions/day.,protein portions,portions/day,3,4,,3,60,1,active,"{""concept_key"": ""protein_intake""}",2026-02-24 10:08:06.877407,2026-02-24 10:08:06.877412
41,14,strength_sessions,Increase strength sessions from 2 sessions/week to 3 sessions/week.,strength sessions,sessions/week,2,3,,2,,1,active,"{""concept_key"": ""strength_training""}",2026-02-24 10:08:09.592904,2026-02-24 10:08:09.59291
42,14,mobility_sessions,Increase mobility/flexibility work from 3 sessions/week to 4 sessions/week.,mobility/flexibility work,sessions/week,3,4,,3,,1,active,"{""concept_key"": ""flexibility_mobility""}",2026-02-24 10:08:09.607907,2026-02-24 10:08:09.607914
43,15,bedtime_consistency,Increase consistent bedtimes from 4 nights/week to 5 nights/week.,nights/week,nights/week,4,5,,4,57.14285714285714,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-24 10:08:10.102642,2026-02-24 10:08:10.102646
44,15,sleep_duration,Increase nights with 7+ hours sleep from 4 nights/week to 5 nights/week.,nights/week,nights/week,4,5,,4,57.14285714285714,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-24 10:08:10.114706,2026-02-24 10:08:10.114711
45,15,sleep_quality,Increase nights waking refreshed from 4 nights/week to 5 nights/week.,nights/week,nights/week,4,5,,4,57.14285714285714,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-24 10:08:10.124128,2026-02-24 10:08:10.124133
46,16,emotional_regulation,Increase emotional regulation practice from 4 days/week to 5 days/week.,emotional regulation practice,days/week,4,5,,4,57.14285714285714,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-24 10:08:19.972486,2026-02-24 10:08:19.97249
47,16,stress_recovery,Increase stress-recovery techniques from 4 days/week to 5 days/week.,stress-recovery techniques,days/week,4,5,,4,57.14285714285714,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-24 10:08:19.981637,2026-02-24 10:08:19.98164
48,16,positive_connection,Increase positive connection actions from 4 days/week to 5 days/week.,positive connection actions,days/week,4,5,,4,57.14285714285714,1,active,"{""concept_key"": ""positive_connection""}",2026-02-24 10:08:19.99155,2026-02-24 10:08:19.991553
49,17,emotional_regulation,Increase emotional regulation practice from 3 days/week to 5 days/week.,emotional regulation practice,days/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-24 10:08:35.711877,2026-02-24 10:08:35.711881
50,17,stress_recovery,Increase stress-recovery techniques from 3 days/week to 5 days/week.,stress-recovery techniques,days/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-24 10:08:35.722688,2026-02-24 10:08:35.722693
51,17,positive_connection,Increase positive connection actions from 3 days/week to 5 days/week.,positive connection actions,days/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""positive_connection""}",2026-02-24 10:08:35.732122,2026-02-24 10:08:35.732127
52,18,cardio_sessions,Increase cardio sessions from 2 sessions/week to 3 sessions/week.,cardio sessions,sessions/week,2,3,,2,66.66666666666666,1,active,"{""concept_key"": ""cardio_frequency""}",2026-02-24 10:08:37.070674,2026-02-24 10:08:37.070679
53,18,strength_sessions,Increase strength sessions from 1 sessions/week to 2 sessions/week.,strength sessions,sessions/week,1,2,,1,25,1,active,"{""concept_key"": ""strength_training""}",2026-02-24 10:08:37.08225,2026-02-24 10:08:37.082256
54,18,flexibility_sessions,Increase mobility/flexibility work from 2 sessions/week to 3 sessions/week.,mobility/flexibility work,sessions/week,2,3,,2,50,1,active,"{""concept_key"": ""flexibility_mobility""}",2026-02-24 10:08:37.094518,2026-02-24 10:08:37.094522
55,19,fruit_veg_portions,Increase fruit & vegetable portions from 2 portions/day to 3 portions/day.,fruit & vegetable portions,portions/day,2,3,,2,40,1,active,"{""concept_key"": ""fruit_veg""}",2026-02-24 10:08:45.816148,2026-02-24 10:08:45.816155
56,19,daily_hydration,Increase daily hydration from 2 L/day to 2.5 L/day.,daily hydration,L/day,2,2.5,,2,50,1,active,"{""concept_key"": ""hydration""}",2026-02-24 10:08:45.827024,2026-02-24 10:08:45.827028
57,19,reduce_processed_food,Reduce processed food intake from 3 portions/day to 2 portions/day.,processed food intake,portions/day,3,2,,3,25,1,active,"{""concept_key"": ""processed_food""}",2026-02-24 10:08:45.838156,2026-02-24 10:08:45.838161
58,19,increase_protein,Increase protein intake from 2 portions/day to 3 portions/day.,protein intake,portions/day,2,3,,2,40,1,active,"{""concept_key"": ""protein_intake""}",2026-02-24 10:08:45.852867,2026-02-24 10:08:45.852872
59,20,consistent_bedtimes,Increase consistent bedtimes from 3 nights/week to 5 nights/week.,consistent bedtimes,nights/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-24 10:08:48.520593,2026-02-24 10:08:48.520599
60,20,sleep_7plus_nights,Increase nights with 7+ hours sleep from 3 nights/week to 5 nights/week.,nights with 7+ hours sleep,nights/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-24 10:08:48.531085,2026-02-24 10:08:48.53109
61,20,nights_waking_refreshed,Increase nights waking refreshed from 3 nights/week to 4 nights/week.,nights waking refreshed,nights/week,3,4,,3,42.857142857142854,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-24 10:08:48.541352,2026-02-24 10:08:48.541359
62,21,cardio_sessions_week,Increase cardio sessions from 2 sessions/week to 3 sessions/week.,cardio sessions,sessions/week,2,3,,2,66.66666666666666,1,active,"{""concept_key"": ""cardio_frequency""}",2026-02-24 10:09:02.50423,2026-02-24 10:09:02.504235
63,21,strength_sessions_week,Increase strength sessions from 1 sessions/week to 2 sessions/week.,strength sessions,sessions/week,1,2,,1,25,1,active,"{""concept_key"": ""strength_training""}",2026-02-24 10:09:02.515627,2026-02-24 10:09:02.515631
64,21,flexibility_sessions_week,Increase mobility/flexibility work from 2 sessions/week to 3 sessions/week.,mobility/flexibility work,sessions/week,2,3,,2,50,1,active,"{""concept_key"": ""flexibility_mobility""}",2026-02-24 10:09:02.527371,2026-02-24 10:09:02.527377
65,22,fruit_veg_portions,Increase fruit & vegetable portions from 2 portions/day to 3 portions/day.,fruit & vegetable portions,portions/day,2,3,,2,40,1,active,"{""concept_key"": ""fruit_veg""}",2026-02-24 10:09:09.731674,2026-02-24 10:09:09.73168
66,22,reduce_processed_portions,Reduce processed food intake from 3 portions/day to 1 portions/day.,processed food portions,portions/day,3,1,,3,25,1,active,"{""concept_key"": ""processed_food""}",2026-02-24 10:09:09.743667,2026-02-24 10:09:09.743675
67,22,hydration_l_per_day,Increase daily hydration from 2 L/day to 2.5 L/day.,daily hydration,L/day,2,2.5,,2,50,1,active,"{""concept_key"": ""hydration""}",2026-02-24 10:09:09.755168,2026-02-24 10:09:09.755173
68,22,protein_intake_step,Increase protein intake from 2 portions/day to 3 portions/day.,protein intake,portions/day,2,3,,2,40,1,active,"{""concept_key"": ""protein_intake""}",2026-02-24 10:09:09.765276,2026-02-24 10:09:09.765281
69,23,emotional_regulation,Increase emotional regulation practice from 3 days/week to 4 days/week.,days/week,days/week,3,4,,3,42.857142857142854,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-24 10:09:11.497886,2026-02-24 10:09:11.497892
70,23,stress_recovery,Increase stress-recovery techniques from 3 days/week to 4 days/week.,days/week,days/week,3,4,,3,42.857142857142854,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-24 10:09:11.508701,2026-02-24 10:09:11.508704
71,23,positive_connection,Increase positive connection actions from 3 days/week to 4 days/week.,days/week,days/week,3,4,,3,42.857142857142854,1,active,"{""concept_key"": ""positive_connection""}",2026-02-24 10:09:11.519451,2026-02-24 10:09:11.519455
72,23,support_openness,Increase support/openness actions from 3 days/week to 4 days/week.,days/week,days/week,3,4,,3,42.857142857142854,1,active,"{""concept_key"": ""support_openness""}",2026-02-24 10:09:11.530739,2026-02-24 10:09:11.530745
73,24,consistent_bedtimes,Increase consistent bedtimes from 3 nights/week to 5 nights/week.,consistent bedtimes,nights/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-24 10:09:24.760632,2026-02-24 10:09:24.760638
74,24,nights_with_7hrs,Increase nights with 7+ hours sleep from 3 nights/week to 5 nights/week.,nights with 7+ hours sleep,nights/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-24 10:09:24.773546,2026-02-24 10:09:24.77355
75,24,nights_waking_refreshed,Increase nights waking refreshed from 3 nights/week to 5 nights/week.,nights waking refreshed,nights/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-24 10:09:24.788383,2026-02-24 10:09:24.78839
76,25,fruit_veg_portions,Increase fruit & vegetable portions from 2 portions/day to 3 portions/day.,fruit & vegetable portions,portions/day,2,3,,2,40,1,active,"{""concept_key"": ""fruit_veg""}",2026-02-24 10:09:36.742743,2026-02-24 10:09:36.742749
77,25,daily_hydration,Increase daily hydration from 2 L/day to 2.5 L/day.,daily hydration,L/day,2,2.5,,2,50,1,active,"{""concept_key"": ""hydration""}",2026-02-24 10:09:36.755066,2026-02-24 10:09:36.755071
78,25,reduce_processed_food,Reduce processed food intake from 3 portions/day to 1 portions/day.,processed food intake,portions/day,3,1,,3,25,1,active,"{""concept_key"": ""processed_food""}",2026-02-24 10:09:36.767307,2026-02-24 10:09:36.767312
79,25,increase_protein,Increase protein intake from 2 portions/day to 3 portions/day.,protein intake,portions/day,2,3,,2,40,1,active,"{""concept_key"": ""protein_intake""}",2026-02-24 10:09:36.777846,2026-02-24 10:09:36.77785
80,26,emotional_regulation_days,Increase emotional regulation practice from 3 days/week to 5 days/week.,days/week,days/week,3,5,,3,42.86,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-24 10:09:37.930171,2026-02-24 10:09:37.930177
81,26,stress_recovery_days,Increase stress-recovery techniques from 3 days/week to 5 days/week.,days/week,days/week,3,5,,3,42.86,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-24 10:09:37.943583,2026-02-24 10:09:37.943589
82,26,positive_connection_days,Increase positive connection actions from 3 days/week to 5 days/week.,days/week,days/week,3,5,,3,42.86,1,active,"{""concept_key"": ""positive_connection""}",2026-02-24 10:09:37.961824,2026-02-24 10:09:37.96183
83,27,cardio_sessions_week,Increase cardio sessions from 2 sessions/week to 3 sessions/week.,cardio sessions/week,sessions/week,2,3,,2,66.66666666666666,1,active,"{""concept_key"": ""cardio_frequency""}",2026-02-24 10:09:42.829794,2026-02-24 10:09:42.829798
84,27,strength_sessions_week,Increase strength sessions from 1 sessions/week to 2 sessions/week.,strength sessions/week,sessions/week,1,2,,1,25,1,active,"{""concept_key"": ""strength_training""}",2026-02-24 10:09:42.842325,2026-02-24 10:09:42.842331
85,27,mobility_sessions_week,Increase mobility/flexibility work from 2 sessions/week to 3 sessions/week.,mobility/flexibility sessions/week,sessions/week,2,3,,2,50,1,active,"{""concept_key"": ""flexibility_mobility""}",2026-02-24 10:09:42.851834,2026-02-24 10:09:42.851838
86,28,consistent_bedtime,Increase consistent bedtimes from 3 nights/week to 5 nights/week.,consistent bedtimes,nights/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-24 10:09:47.075342,2026-02-24 10:09:47.075347
87,28,seven_hour_nights,Increase nights with 7+ hours sleep from 3 nights/week to 5 nights/week.,nights with 7+ hours sleep,nights/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-24 10:09:47.088303,2026-02-24 10:09:47.088308
88,28,wake_refreshed_nights,Increase nights waking refreshed from 3 nights/week to 4 nights/week.,nights waking refreshed,nights/week,3,4,,3,42.857142857142854,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-24 10:09:47.09964,2026-02-24 10:09:47.099644
89,29,cardio_sessions,Increase cardio sessions from 2 sessions/week to 3 sessions/week.,sessions/week,sessions/week,2,3,,2,,1,active,"{""concept_key"": ""cardio_frequency""}",2026-02-24 10:10:04.929436,2026-02-24 10:10:04.929442
90,29,strength_sessions,Increase strength sessions from 1 sessions/week to 2 sessions/week.,sessions/week,sessions/week,1,2,,1,,1,active,"{""concept_key"": ""strength_training""}",2026-02-24 10:10:04.942969,2026-02-24 10:10:04.942973
91,29,mobility_sessions,Increase mobility/flexibility work from 2 sessions/week to 3 sessions/week.,sessions/week,sessions/week,2,3,,2,,1,active,"{""concept_key"": ""flexibility_mobility""}",2026-02-24 10:10:04.952892,2026-02-24 10:10:04.952896
92,30,emotional_regulation,Increase emotional regulation practice from 3 days/week to 5 days/week.,days/week,days/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-24 10:10:07.13694,2026-02-24 10:10:07.136946
93,30,stress_recovery,Increase stress-recovery techniques from 3 days/week to 5 days/week.,days/week,days/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-24 10:10:07.148644,2026-02-24 10:10:07.148648
94,30,support_openness,Increase support/openness actions from 3 days/week to 4 days/week.,days/week,days/week,3,4,,3,42.857142857142854,1,active,"{""concept_key"": ""support_openness""}",2026-02-24 10:10:07.16255,2026-02-24 10:10:07.162554
95,31,increase_fruit_veg,Increase fruit & vegetable portions from 2 portions/day to 3 portions/day.,fruit & vegetable portions,portions/day,2,3,,2,40,1,active,"{""concept_key"": ""fruit_veg""}",2026-02-24 10:10:15.798881,2026-02-24 10:10:15.798887
96,31,increase_hydration,Increase daily hydration from 2 L/day to 2.5 L/day.,daily hydration,L/day,2,2.5,,2,50,1,active,"{""concept_key"": ""hydration""}",2026-02-24 10:10:15.814018,2026-02-24 10:10:15.814024
97,31,reduce_processed_food,Reduce processed food intake from 3 portions/day to 2 portions/day.,processed food intake,portions/day,3,2,,3,25,1,active,"{""concept_key"": ""processed_food""}",2026-02-24 10:10:15.827384,2026-02-24 10:10:15.82739
98,31,protein_intake_step,Increase protein intake from 2 portions/day to 3 portions/day.,protein intake,portions/day,2,3,,2,40,1,active,"{""concept_key"": ""protein_intake""}",2026-02-24 10:10:15.838899,2026-02-24 10:10:15.838904
99,32,daily_hydration,Increase daily hydration from 3.5 L/day to 3.8 L/day.,L/day,L/day,3.5,3.8,,3.5,,1,active,"{""concept_key"": ""hydration""}",2026-02-24 10:10:25.20694,2026-02-24 10:10:25.206949
100,32,protein_portions,Increase protein intake from 4 portions/day to 4.5 portions/day.,portions/day,portions/day,4,4.5,,4,,1,active,"{""concept_key"": ""protein_intake""}",2026-02-24 10:10:25.220436,2026-02-24 10:10:25.22044
101,33,consistent_bedtimes_nights,Increase consistent bedtimes from 3 nights/week to 5 nights/week.,nights/week,nights/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-24 10:10:25.335015,2026-02-24 10:10:25.335019
102,33,nights_7plus_sleep,Increase nights with 7+ hours sleep from 3 nights/week to 5 nights/week.,nights/week,nights/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-24 10:10:25.34458,2026-02-24 10:10:25.344586
103,33,nights_waking_refreshed,Increase nights waking refreshed from 3 nights/week to 5 nights/week.,nights/week,nights/week,3,5,,3,42.857142857142854,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-24 10:10:25.354125,2026-02-24 10:10:25.354129
104,34,emotional_regulation_practice,Increase emotional regulation practice from 6 days/week to 7 days/week.,days/week,days/week,6,7,,6,85.71428571428571,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-24 10:10:35.882273,2026-02-24 10:10:35.88228
105,34,stress_recovery_techniques,Increase stress-recovery techniques from 6 days/week to 7 days/week.,days/week,days/week,6,7,,6,85.71428571428571,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-24 10:10:35.896219,2026-02-24 10:10:35.896224
106,34,support_openness_actions,Increase support/openness actions from 6 days/week to 7 days/week.,days/week,days/week,6,7,,6,85.71428571428571,1,active,"{""concept_key"": ""support_openness""}",2026-02-24 10:10:35.909183,2026-02-24 10:10:35.909191
107,35,hydration_l_per_day,Increase daily hydration from 3.5 L/day to 3.8 L/day.,L/day,L/day,3.5,3.8,,3.5,87.5,1,active,"{""concept_key"": ""hydration""}",2026-02-24 10:10:44.519918,2026-02-24 10:10:44.519923
108,35,protein_portions_per_day,Increase protein intake from 4 portions/day to 4.5 portions/day.,portions/day,portions/day,4,4.5,,4,80,1,active,"{""concept_key"": ""protein_intake""}",2026-02-24 10:10:44.529447,2026-02-24 10:10:44.52945
109,36,consistent_bedtime,Increase consistent bedtimes from 6 nights/week to 7 nights/week.,nights/week,nights/week,6,7,,6,85.71428571428571,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-24 10:10:47.371189,2026-02-24 10:10:47.371194
110,36,seven_hr_nights,Increase nights with 7+ hours sleep from 6 nights/week to 7 nights/week.,nights/week,nights/week,6,7,,6,85.71428571428571,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-24 10:10:47.438855,2026-02-24 10:10:47.438861
111,36,wake_refreshed_nights,Increase nights waking refreshed from 5 nights/week to 6 nights/week.,nights/week,nights/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-24 10:10:47.454354,2026-02-24 10:10:47.454359
112,37,strength_sessions_total,Increase strength sessions from 3 sessions/week to 4 sessions/week.,strength sessions,sessions/week,3,4,,3,75,1,active,"{""concept_key"": ""strength_training""}",2026-02-24 10:10:49.24723,2026-02-24 10:10:49.247235
113,38,strength_sessions_weekly,Increase strength sessions from 3 sessions/week to 4 sessions/week.,sessions/week,sessions/week,3,4,,3,75,1,active,"{""concept_key"": ""strength_training""}",2026-02-24 10:10:55.44754,2026-02-24 10:10:55.447544
114,39,emotional_regulation_practice,Increase emotional regulation practice from 6 days/week to 7 days/week.,days/week,days/week,6,7,,6,85.71428571428571,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-24 10:11:10.041878,2026-02-24 10:11:10.041883
115,39,stress_recovery_breaks,Increase stress-recovery techniques from 6 days/week to 7 days/week.,days/week,days/week,6,7,,6,85.71428571428571,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-24 10:11:10.053829,2026-02-24 10:11:10.053836
